EVENT,BOUT,METHOD,ROUND,TIME,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result
ufc 184: rousey vs zingano,james krause  vs. valmir lazaro,decision - split,3,300,james krause,valmir lazaro,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 184: rousey vs zingano,masio fullen  vs. alex torres,decision - split,3,300,masio fullen,alex torres,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: bigfoot vs mir,antonio silva  vs. frank mir,ko/tko,1,100,antonio silva,frank mir,5.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: bigfoot vs mir,edson barboza  vs. michael johnson,decision - unanimous,3,300,edson barboza,michael johnson,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: bigfoot vs mir,cezar ferreira  vs. sam alvey,ko/tko,1,214,cezar ferreira,sam alvey,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: bigfoot vs mir,rustam khabilov  vs. adriano martins,decision - split,3,300,rustam khabilov,adriano martins,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: bigfoot vs mir,iuri alcantara  vs. frankie saenz,decision - unanimous,3,300,iuri alcantara,frankie saenz,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc fight night: bigfoot vs mir,santiago ponzinibbio  vs. sean strickland,decision - unanimous,3,300,santiago ponzinibbio,sean strickland,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: bigfoot vs mir,jessica andrade  vs. marion reneau,submission,1,114,jessica andrade,marion reneau,3.0,5.0,0.0,0.0,1,0,bantamweight,L,W
ufc fight night: bigfoot vs mir,william macario  vs. matt dwyer,ko/tko,1,194,william macario,matt dwyer,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: bigfoot vs mir,tiago dos santos e silva  vs. mike de la torre,ko/tko,1,179,tiago dos santos e silva,mike de la torre,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: bigfoot vs mir,douglas silva de andrade  vs. cody gibson,decision - unanimous,3,300,douglas silva de andrade,cody gibson,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: bigfoot vs mir,ivan jorge  vs. josh shockley,decision - unanimous,3,300,ivan jorge,josh shockley,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: henderson vs thatch,benson henderson  vs. brandon thatch,submission,4,238,benson henderson,brandon thatch,5.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: henderson vs thatch,max holloway  vs. cole miller,decision - unanimous,3,300,max holloway,cole miller,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: henderson vs thatch,neil magny  vs. kiichi kunimoto,submission,3,82,neil magny,kiichi kunimoto,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: henderson vs thatch,daniel kelly  vs. patrick walsh,decision - unanimous,3,300,daniel kelly,patrick walsh,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: henderson vs thatch,michel prazeres  vs. kevin lee,decision - unanimous,3,300,michel prazeres,kevin lee,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: henderson vs thatch,ray borg  vs. chris kelades,submission,3,176,ray borg,chris kelades,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: henderson vs thatch,efrain escudero  vs. rodrigo de lima,decision - unanimous,3,300,efrain escudero,rodrigo de lima,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: henderson vs thatch,chas skelly  vs. jim alers,ko/tko,2,299,chas skelly,jim alers,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: henderson vs thatch,zach makovsky  vs. tim elliott,decision - unanimous,3,300,zach makovsky,tim elliott,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: henderson vs thatch,james moontasri  vs. cody pfister,submission,2,109,james moontasri,cody pfister,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 183: silva vs diaz,anderson silva  vs. nick diaz,overturned,5,300,anderson silva,nick diaz,5.0,5.0,0.0,0.0,0,0,middleweight,NC,NC
ufc 183: silva vs diaz,tyron woodley  vs. kelvin gastelum,decision - split,3,300,tyron woodley,kelvin gastelum,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 183: silva vs diaz,joe lauzon  vs. al iaquinta,ko/tko,2,214,joe lauzon,al iaquinta,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 183: silva vs diaz,thales leites  vs. tim boetsch,submission,2,225,thales leites,tim boetsch,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 183: silva vs diaz,jordan mein  vs. thiago alves,ko/tko,2,39,jordan mein,thiago alves,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 183: silva vs diaz,miesha tate  vs. sara mcmann,decision - majority,3,300,miesha tate,sara mcmann,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc 183: silva vs diaz,ed herman  vs. derek brunson,ko/tko,1,36,ed herman,derek brunson,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 183: silva vs diaz,ian mccall  vs. john lineker,decision - unanimous,3,300,ian mccall,john lineker,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc 183: silva vs diaz,rafael natal  vs. tom watson,decision - unanimous,3,300,rafael natal,tom watson,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 183: silva vs diaz,richardson moreira  vs. ildemar alcantara,decision - split,3,300,richardson moreira,ildemar alcantara,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 183: silva vs diaz,thiago santos  vs. andy enz,ko/tko,1,116,thiago santos,andy enz,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc on fox: gustafsson vs johnson,alexander gustafsson  vs. anthony johnson,ko/tko,1,135,alexander gustafsson,anthony johnson,5.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc on fox: gustafsson vs johnson,dan henderson  vs. gegard mousasi,ko/tko,1,70,dan henderson,gegard mousasi,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc on fox: gustafsson vs johnson,phil davis  vs. ryan bader,decision - split,3,300,phil davis,ryan bader,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc on fox: gustafsson vs johnson,akira corassani  vs. sam sicilia,ko/tko,1,206,akira corassani,sam sicilia,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fox: gustafsson vs johnson,nicholas musoke  vs. albert tumenov,decision - unanimous,3,300,nicholas musoke,albert tumenov,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc on fox: gustafsson vs johnson,kenny robertson  vs. sultan aliev,ko/tko,1,162,kenny robertson,sultan aliev,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc on fox: gustafsson vs johnson,andy ogle  vs. makwan amirkhani,ko/tko,1,8,andy ogle,makwan amirkhani,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc on fox: gustafsson vs johnson,nikita krylov  vs. stanislav nedkov,submission,1,84,nikita krylov,stanislav nedkov,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc on fox: gustafsson vs johnson,mairbek taisumov  vs. anthony christodoulou,ko/tko,2,38,mairbek taisumov,anthony christodoulou,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fox: gustafsson vs johnson,mirsad bektic  vs. paul redmond,decision - unanimous,3,300,mirsad bektic,paul redmond,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc on fox: gustafsson vs johnson,viktor pesta  vs. konstantin erokhin,decision - unanimous,3,300,viktor pesta,konstantin erokhin,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc on fox: gustafsson vs johnson,neil seery  vs. chris beal,decision - unanimous,3,300,neil seery,chris beal,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: mcgregor vs siver,conor mcgregor  vs. dennis siver,ko/tko,2,114,conor mcgregor,dennis siver,5.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: mcgregor vs siver,donald cerrone  vs. benson henderson,decision - unanimous,3,300,donald cerrone,benson henderson,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: mcgregor vs siver,uriah hall  vs. ron stallings,tko - doctor's stoppage,1,217,uriah hall,ron stallings,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: mcgregor vs siver,norman parke  vs. gleison tibau,decision - split,3,300,norman parke,gleison tibau,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: mcgregor vs siver,cathal pendred  vs. sean spencer,decision - unanimous,3,300,cathal pendred,sean spencer,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: mcgregor vs siver,john howard  vs. lorenz larkin,ko/tko,1,137,john howard,lorenz larkin,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: mcgregor vs siver,zhang lipeng  vs. chris wade,decision - unanimous,3,300,zhang lipeng,chris wade,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: mcgregor vs siver,paddy holohan  vs. shane howell,decision - unanimous,3,300,paddy holohan,shane howell,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: mcgregor vs siver,johnny case  vs. frankie perez,ko/tko,3,114,johnny case,frankie perez,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: mcgregor vs siver,charles rosa  vs. sean soriano,submission,3,283,charles rosa,sean soriano,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: mcgregor vs siver,matt van buren  vs. sean o'connell,ko/tko,3,131,matt van buren,sean o'connell,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: mcgregor vs siver,tateki matsuda  vs. joby sanchez,decision - split,3,300,tateki matsuda,joby sanchez,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc 182: jones vs cormier,jon jones  vs. daniel cormier,decision - unanimous,5,300,jon jones,daniel cormier,5.0,5.0,0.0,0.0,0,1,light heavyweight,W,L
ufc 182: jones vs cormier,donald cerrone  vs. myles jury,decision - unanimous,3,300,donald cerrone,myles jury,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 182: jones vs cormier,brad tavares  vs. nate marquardt,decision - unanimous,3,300,brad tavares,nate marquardt,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc 182: jones vs cormier,kyoji horiguchi  vs. louis gaudinot,decision - unanimous,3,300,kyoji horiguchi,louis gaudinot,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc 182: jones vs cormier,hector lombard  vs. joshua burkman,overturned,3,300,hector lombard,joshua burkman,3.0,5.0,0.0,0.0,0,0,welterweight,NC,NC
ufc 182: jones vs cormier,danny castillo  vs. paul felder,ko/tko,2,129,danny castillo,paul felder,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc 182: jones vs cormier,marcus brimage  vs. cody garbrandt,ko/tko,3,290,marcus brimage,cody garbrandt,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 182: jones vs cormier,shawn jordan  vs. jared cannonier,ko/tko,1,177,shawn jordan,jared cannonier,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 182: jones vs cormier,evan dunham  vs. rodrigo damm,decision - unanimous,3,300,evan dunham,rodrigo damm,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 182: jones vs cormier,omari akhmedov  vs. mats nilsson,decision - unanimous,3,300,omari akhmedov,mats nilsson,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 182: jones vs cormier,alexis dufresne  vs. marion reneau,decision - unanimous,3,300,alexis dufresne,marion reneau,3.0,5.0,0.0,0.0,1,0,bantamweight,L,W
ufc fight night: machida vs dollaway,lyoto machida  vs. cb dollaway,ko/tko,1,62,lyoto machida,cb dollaway,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: machida vs dollaway,renan barao  vs. mitch gagnon,submission,3,233,renan barao,mitch gagnon,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: machida vs dollaway,antonio carlos junior  vs. patrick cummins,decision - unanimous,3,300,antonio carlos junior,patrick cummins,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night: machida vs dollaway,elias silverio  vs. rashid magomedov,ko/tko,3,297,elias silverio,rashid magomedov,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: machida vs dollaway,erick silva  vs. mike rhodes,submission,1,75,erick silva,mike rhodes,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night: machida vs dollaway,daniel sarafian  vs. antonio dos santos,ko/tko,2,61,daniel sarafian,antonio dos santos,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: machida vs dollaway,marcos rogerio de lima  vs. igor pokrajac,ko/tko,1,119,marcos rogerio de lima,igor pokrajac,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: machida vs dollaway,tom niinimaki  vs. renato moicano,submission,2,210,tom niinimaki,renato moicano,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: machida vs dollaway,darren elkins  vs. hacran dias,decision - unanimous,3,300,darren elkins,hacran dias,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: machida vs dollaway,leandro issa  vs. yuta sasaki,submission,2,253,leandro issa,yuta sasaki,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night: machida vs dollaway,marcio alexandre junior  vs. tim means,decision - split,3,300,marcio alexandre junior,tim means,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: machida vs dollaway,vitor miranda  vs. jake collier,ko/tko,1,299,vitor miranda,jake collier,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc on fox: dos santos vs miocic,junior dos santos  vs. stipe miocic,decision - unanimous,5,300,junior dos santos,stipe miocic,5.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc on fox: dos santos vs miocic,rafael dos anjos  vs. nate diaz,decision - unanimous,3,300,rafael dos anjos,nate diaz,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fox: dos santos vs miocic,alistair overeem  vs. stefan struve,ko/tko,1,253,alistair overeem,stefan struve,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc on fox: dos santos vs miocic,gabriel gonzaga  vs. matt mitrione,ko/tko,1,119,gabriel gonzaga,matt mitrione,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc on fox: dos santos vs miocic,claudia gadelha  vs. joanna jedrzejczyk,decision - split,3,300,claudia gadelha,joanna jedrzejczyk,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc on fox: dos santos vs miocic,john moraga  vs. willie gates,submission,3,246,john moraga,willie gates,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc on fox: dos santos vs miocic,joe riggs  vs. ben saunders,submission,1,57,joe riggs,ben saunders,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc on fox: dos santos vs miocic,jamie varner  vs. drew dober,submission,1,112,jamie varner,drew dober,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc on fox: dos santos vs miocic,joe ellenberger  vs. bryan barberena,ko/tko,3,204,joe ellenberger,bryan barberena,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc on fox: dos santos vs miocic,david michaud  vs. garett whiteley,decision - unanimous,3,300,david michaud,garett whiteley,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc on fox: dos santos vs miocic,henry cejudo  vs. dustin kimura,decision - unanimous,3,300,henry cejudo,dustin kimura,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc on fox: dos santos vs miocic,anthony birchak  vs. ian entwistle,submission,1,64,anthony birchak,ian entwistle,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
the ultimate fighter: a champion will be crowned finale,carla esparza  vs. rose namajunas,submission,3,86,carla esparza,rose namajunas,5.0,5.0,0.0,0.0,1,1,strawweight,W,L
the ultimate fighter: a champion will be crowned finale,jeremy stephens  vs. charles oliveira,decision - unanimous,3,300,jeremy stephens,charles oliveira,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
the ultimate fighter: a champion will be crowned finale,kj noons  vs. daron cruickshank,could not continue,2,25,kj noons,daron cruickshank,3.0,5.0,0.0,0.0,0,0,lightweight,NC,NC
the ultimate fighter: a champion will be crowned finale,joe proctor  vs. yancy medeiros,submission,1,277,joe proctor,yancy medeiros,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
the ultimate fighter: a champion will be crowned finale,jessica penne  vs. randa markos,decision - split,3,300,jessica penne,randa markos,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
the ultimate fighter: a champion will be crowned finale,felice herrig  vs. lisa ellis,submission,2,185,felice herrig,lisa ellis,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
the ultimate fighter: a champion will be crowned finale,bec rawlings  vs. heather clark,decision - unanimous,3,300,bec rawlings,heather clark,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
the ultimate fighter: a champion will be crowned finale,joanne wood  vs. seo hee ham,decision - unanimous,3,300,joanne wood,seo hee ham,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
the ultimate fighter: a champion will be crowned finale,tecia torres  vs. angela magana,decision - unanimous,3,300,tecia torres,angela magana,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
the ultimate fighter: a champion will be crowned finale,aisling daly  vs. alex chambers,submission,1,293,aisling daly,alex chambers,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
the ultimate fighter: a champion will be crowned finale,emily kagan  vs. angela hill,decision - unanimous,3,300,emily kagan,angela hill,3.0,5.0,0.0,0.0,1,0,strawweight,L,W
ufc 181: hendricks vs lawler ii,johny hendricks  vs. robbie lawler,decision - split,5,300,johny hendricks,robbie lawler,5.0,5.0,0.0,0.0,0,1,welterweight,L,W
ufc 181: hendricks vs lawler ii,anthony pettis  vs. gilbert melendez,submission,2,113,anthony pettis,gilbert melendez,5.0,5.0,0.0,0.0,0,1,lightweight,W,L
ufc 181: hendricks vs lawler ii,travis browne  vs. brendan schaub,ko/tko,1,290,travis browne,brendan schaub,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 181: hendricks vs lawler ii,todd duffee  vs. anthony hamilton,ko/tko,1,33,todd duffee,anthony hamilton,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc 181: hendricks vs lawler ii,tony ferguson  vs. abel trujillo,submission,2,259,tony ferguson,abel trujillo,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc 181: hendricks vs lawler ii,urijah faber  vs. francisco rivera,submission,2,94,urijah faber,francisco rivera,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 181: hendricks vs lawler ii,eddie gordon  vs. josh samman,ko/tko,2,188,eddie gordon,josh samman,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc 181: hendricks vs lawler ii,corey anderson  vs. justin jones,decision - unanimous,3,300,corey anderson,justin jones,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc 181: hendricks vs lawler ii,raquel pennington  vs. ashlee evans-smith,submission,1,299,raquel pennington,ashlee evans-smith,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc 181: hendricks vs lawler ii,sergio pettis  vs. matt hobar,decision - unanimous,3,300,sergio pettis,matt hobar,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 181: hendricks vs lawler ii,alex white  vs. clay collard,decision - unanimous,3,300,alex white,clay collard,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc fight night: edgar vs swanson,frankie edgar  vs. cub swanson,submission,5,296,frankie edgar,cub swanson,5.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night: edgar vs swanson,bobby green  vs. edson barboza,decision - unanimous,3,300,bobby green,edson barboza,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: edgar vs swanson,brad pickett  vs. chico camus,decision - split,3,300,brad pickett,chico camus,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: edgar vs swanson,jared rosholt  vs. aleksei oleinik,ko/tko,1,201,jared rosholt,aleksei oleinik,3.0,5.0,0.0,0.0,0,0,heavyweight,L,W
ufc fight night: edgar vs swanson,joseph benavidez  vs. dustin ortiz,decision - unanimous,3,300,joseph benavidez,dustin ortiz,3.0,5.0,0.0,0.0,0,0,flyweight,W,L
ufc fight night: edgar vs swanson,matt wiman  vs. isaac vallie-flagg,decision - unanimous,3,300,matt wiman,isaac vallie-flagg,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: edgar vs swanson,ruslan magomedov  vs. josh copeland,decision - unanimous,3,300,ruslan magomedov,josh copeland,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: edgar vs swanson,luke barnatt  vs. roger narvaez,decision - split,3,300,luke barnatt,roger narvaez,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: edgar vs swanson,james vick  vs. nick hein,decision - unanimous,3,300,james vick,nick hein,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: edgar vs swanson,yves edwards  vs. akbarh arreola,submission,1,112,yves edwards,akbarh arreola,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: edgar vs swanson,paige vanzant  vs. kailin curran,ko/tko,3,174,paige vanzant,kailin curran,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night: edgar vs swanson,juan manuel puig  vs. dooho choi,ko/tko,1,18,juan manuel puig,dooho choi,3.0,5.0,0.0,0.0,0,0,featherweight,L,W
ufc 180: werdum vs hunt,fabricio werdum  vs. mark hunt,ko/tko,2,147,fabricio werdum,mark hunt,5.0,5.0,0.0,0.0,0,1,heavyweight,W,L
ufc 180: werdum vs hunt,jake ellenberger  vs. kelvin gastelum,submission,1,286,jake ellenberger,kelvin gastelum,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 180: werdum vs hunt,ricardo lamas  vs. dennis bermudez,submission,1,198,ricardo lamas,dennis bermudez,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 180: werdum vs hunt,augusto montano  vs. chris heatherly,ko/tko,1,290,augusto montano,chris heatherly,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc 180: werdum vs hunt,edgar garcia  vs. hector urbina,submission,1,218,edgar garcia,hector urbina,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc 180: werdum vs hunt,yair rodriguez  vs. leonardo morales,decision - unanimous,3,300,yair rodriguez,leonardo morales,3.0,5.0,0.0,0.0,0,1,featherweight,W,L
ufc 180: werdum vs hunt,alejandro perez  vs. jose quinonez,decision - unanimous,3,300,alejandro perez,jose quinonez,3.0,5.0,0.0,0.0,0,1,bantamweight,W,L
ufc 180: werdum vs hunt,jessica eye  vs. leslie smith,tko - doctor's stoppage,2,90,jessica eye,leslie smith,3.0,5.0,0.0,0.0,1,0,bantamweight,W,L
ufc 180: werdum vs hunt,gabriel benitez  vs. humberto brown morrison,submission,3,30,gabriel benitez,humberto brown morrison,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc 180: werdum vs hunt,henry briones  vs. guido cannetti,submission,2,104,henry briones,guido cannetti,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc 180: werdum vs hunt,marco beltran  vs. marlon vera,decision - unanimous,3,300,marco beltran,marlon vera,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night 56: shogun vs saint preux,mauricio rua  vs. ovince saint preux,ko/tko,1,34,mauricio rua,ovince saint preux,5.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
ufc fight night 56: shogun vs saint preux,warlley alves  vs. alan jouban,decision - unanimous,3,300,warlley alves,alan jouban,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night 56: shogun vs saint preux,claudio silva  vs. leon edwards,decision - split,3,300,claudio silva,leon edwards,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night 56: shogun vs saint preux,dhiego lima  vs. jorge de oliveira,decision - unanimous,3,300,dhiego lima,jorge de oliveira,3.0,5.0,0.0,0.0,0,0,welterweight,W,L
ufc fight night 56: shogun vs saint preux,juliana lima  vs. nina nunes,decision - unanimous,3,300,juliana lima,nina nunes,3.0,5.0,0.0,0.0,1,0,strawweight,W,L
ufc fight night 56: shogun vs saint preux,diego rivas  vs. rodolfo rubio perez,decision - unanimous,3,300,diego rivas,rodolfo rubio perez,3.0,5.0,0.0,0.0,0,0,featherweight,W,L
ufc fight night 56: shogun vs saint preux,caio magalhaes  vs. trevor smith,ko/tko,1,31,caio magalhaes,trevor smith,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night 56: shogun vs saint preux,leandro silva  vs. charlie brenneman,submission,1,255,leandro silva,charlie brenneman,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night 56: shogun vs saint preux,thomas almeida  vs. tim gorman,decision - unanimous,3,300,thomas almeida,tim gorman,3.0,5.0,0.0,0.0,0,0,bantamweight,W,L
ufc fight night 56: shogun vs saint preux,wagner silva  vs. colby covington,submission,3,206,wagner silva,colby covington,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: rockhold vs bisping,luke rockhold  vs. michael bisping,submission,2,57,luke rockhold,michael bisping,5.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: rockhold vs bisping,ross pearson  vs. al iaquinta,ko/tko,2,99,ross pearson,al iaquinta,3.0,5.0,0.0,0.0,0,0,lightweight,L,W
ufc fight night: rockhold vs bisping,robert whittaker  vs. clint hester,ko/tko,2,163,robert whittaker,clint hester,3.0,5.0,0.0,0.0,0,0,middleweight,W,L
ufc fight night: rockhold vs bisping,soa palelei  vs. walt harris,ko/tko,2,289,soa palelei,walt harris,3.0,5.0,0.0,0.0,0,0,heavyweight,W,L
ufc fight night: rockhold vs bisping,jake matthews  vs. vagner rocha,submission,2,112,jake matthews,vagner rocha,3.0,5.0,0.0,0.0,0,0,lightweight,W,L
ufc fight night: rockhold vs bisping,anthony perosh  vs. guto inocente,submission,1,226,anthony perosh,guto inocente,3.0,5.0,0.0,0.0,0,0,light heavyweight,W,L
ufc fight night: rockhold vs bisping,dylan andrews  vs. sam alvey,ko/tko,1,136,dylan andrews,sam alvey,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: rockhold vs bisping,richie vaculik  vs. louis smolka,ko/tko,3,18,richie vaculik,louis smolka,3.0,5.0,0.0,0.0,0,0,flyweight,L,W
ufc fight night: rockhold vs bisping,vik grujic  vs. chris clements,ko/tko,1,186,vik grujic,chris clements,3.0,5.0,0.0,0.0,0,0,welterweight,L,W
ufc fight night: rockhold vs bisping,luke zachrich  vs. daniel kelly,submission,1,267,luke zachrich,daniel kelly,3.0,5.0,0.0,0.0,0,0,middleweight,L,W
ufc fight night: rockhold vs bisping,jumabieke tuerxun  vs. marcus brimage,ko/tko,1,178,jumabieke tuerxun,marcus brimage,3.0,5.0,0.0,0.0,0,0,bantamweight,L,W
ufc 179: aldo vs mendes 2,jose aldo  vs. chad mendes,decision - unanimous,5,300,jose aldo,chad mendes,5.0,5.0,0.0,0.0,0,1,featherweight,W,L
ufc 179: aldo vs mendes 2,glover teixeira  vs. phil davis,decision - unanimous,3,300,glover teixeira,phil davis,3.0,5.0,0.0,0.0,0,0,light heavyweight,L,W
