,Fighter,Win,Loss,Draw,No Contest,Total Matches
3672,seungwoo choi ,2,1,0,0,3
3673,shamar bailey,1,2,0,0,3
3674,shamil abdurakhimov,4,2,0,0,6
3675,shamil abdurakhimov ,1,4,0,0,5
3676,shamil gamzatov ,1,1,0,0,2
3677,shamil gaziev,1,1,0,0,2
3678,shamil gaziev ,1,0,0,0,1
3679,shana dobson,2,2,0,0,4
3680,shana dobson ,0,2,0,0,2
3681,shane burgos,2,2,0,0,4
3682,shane burgos ,6,1,0,0,7
3683,shane campbell,0,3,0,0,3
3684,shane campbell ,1,1,0,0,2
3685,shane carwin,1,1,0,0,2
3686,shane carwin ,3,1,0,0,4
3687,shane del rosario,0,2,0,0,2
3688,shane howell,0,2,0,0,2
3689,shane nelson,0,2,0,0,2
3690,shane nelson ,2,0,0,0,2
3691,shane primm,0,1,0,0,1
3692,shane roller,2,3,0,0,5
3693,shane roller ,0,1,0,0,1
3694,shane young,1,1,0,0,2
3695,shane young ,1,4,0,0,5
3696,shanna young,1,3,0,0,4
3697,shannon gugerty,0,3,0,0,3
3698,shannon gugerty ,2,0,0,0,2
3699,shannon ross,0,1,0,0,1
3700,shannon ross ,0,2,0,0,2
3701,shara magomedov ,2,0,0,0,2
3702,shauna bannon ,1,1,0,0,2
3703,shavkat rakhmonov,3,0,0,0,3
3704,shavkat rakhmonov ,4,0,0,0,4
3705,shawn jordan,3,3,0,0,6
3706,shawn jordan ,3,1,0,0,4
3707,shayilan nuerdanbieke,1,2,0,0,3
3708,shayilan nuerdanbieke ,2,1,0,0,3
3709,shayna baszler,0,2,0,0,2
3710,sheila gaff,0,2,0,0,2
3711,sheldon westcott,0,1,0,0,1
3712,sheldon westcott ,1,1,0,0,2
3713,sherman pendergarst,0,1,0,0,1
3714,sheymon moraes,2,3,0,0,5
3715,shi ming ,1,0,0,0,1
3716,shinsho anzai,0,1,0,0,1
3717,shinsho anzai ,2,1,0,0,3
3718,shonie carter,0,3,0,0,3
3719,shonie carter ,3,0,0,0,3
3720,shunichi shimizu,0,1,0,0,1
3721,sijara eubanks,1,2,0,0,3
3722,sijara eubanks ,4,3,0,0,7
3723,silvana gomez juarez,1,2,0,0,3
3724,silvana gomez juarez ,0,1,0,0,1
3725,simeon thoresen,0,1,0,0,1
3726,simeon thoresen ,1,1,0,0,2
3727,sione latu ,1,0,0,0,1
3728,sirwan kakai,1,1,0,0,2
3729,siyar bahadurzada,2,3,0,0,5
3730,siyar bahadurzada ,2,1,0,0,3
3731,soa palelei,1,2,0,0,3
3732,soa palelei ,3,1,0,0,4
3733,sodiq yusuff,3,1,0,0,4
3734,sodiq yusuff ,3,2,0,0,5
3735,solomon hutcherson,0,1,0,0,1
3736,song kenan,1,1,0,0,2
3737,song kenan ,4,4,0,0,8
3738,song yadong,3,2,1,0,6
3739,song yadong ,7,1,0,0,8
3740,spencer fisher,0,7,0,0,7
3741,spencer fisher ,9,1,0,0,10
3742,spike carlyle,1,1,0,0,2
3743,spike carlyle ,0,1,0,0,1
3744,stanislav nedkov,1,2,0,1,4
3745,stefan sekulic,0,2,0,0,2
3746,stefan struve,2,5,0,0,7
3747,stefan struve ,11,6,0,0,17
3748,stephan bonnar,1,7,0,0,8
3749,stephan bonnar ,7,0,0,0,7
3750,stephanie egger,1,3,0,0,4
3751,stephanie egger ,2,1,0,0,3
3752,stephanie luciano ,1,0,0,0,1
3753,stephen bass,0,1,0,0,1
3754,stephen thompson,7,4,1,0,12
3755,stephen thompson ,5,4,0,0,9
3756,steve berger,0,2,0,1,3
3757,steve bosse,1,1,0,0,2
3758,steve bosse ,1,0,0,0,1
3759,steve bruno,0,2,0,0,2
3760,steve bruno ,1,0,0,0,1
3761,steve byrnes,0,1,0,0,1
3762,steve cantwell,0,3,0,0,3
3763,steve cantwell ,1,2,0,0,3
3764,steve erceg,2,2,0,0,4
3765,steve erceg ,1,0,0,0,1
3766,steve garcia,2,2,0,0,4
3767,steve garcia ,4,0,0,0,4
3768,steve jennum,0,1,0,0,1
3769,steve jennum ,2,0,0,0,2
3770,steve judson,0,2,0,0,2
3771,steve kennedy,0,2,0,0,2
3772,steve lopez,0,1,0,0,1
3773,steve lopez ,0,1,0,0,1
3774,steve montgomery,0,1,0,0,1
3775,steve montgomery ,0,1,0,0,1
3776,steve nelmark,0,1,0,0,1
3777,steve nelmark ,2,0,0,0,2
3778,steve steinbeiss,0,2,0,0,2
3779,steve vigneault,0,1,0,0,1
3780,steven graham,0,1,0,0,1
3781,steven graham ,1,0,0,0,1
3782,steven koslow,0,1,0,0,1
3783,steven nguyen,0,1,0,0,1
3784,steven peterson,3,3,0,0,6
3785,steven peterson ,0,2,0,0,2
3786,steven siler,2,2,0,0,4
3787,steven siler ,3,2,0,0,5
3788,stevie lynch,0,1,0,0,1
3789,stevie ray,4,1,0,0,5
3790,stevie ray ,3,3,0,0,6
3791,stewart nicoll ,0,1,0,0,1
3792,stipe miocic,4,3,0,0,7
3793,stipe miocic ,10,2,0,0,12
3794,sultan aliev,1,2,0,0,3
3795,sultan aliev ,1,0,0,0,1
3796,suman mokhtarian,0,1,0,0,1
3797,suman mokhtarian ,0,1,0,0,1
3798,sumudaerji ,3,1,0,0,4
3799,sung bin jo,0,1,0,0,1
3800,suyoung you,1,0,0,0,1
3801,syuri kondo,0,3,0,0,3
3802,syuri kondo ,1,0,0,0,1
3803,tabatha ricci,3,2,0,0,5
3804,tabatha ricci ,3,1,0,0,4
3805,tae hyun bang,1,2,0,0,3
3806,tae hyun bang ,1,1,0,0,2
3807,tafon nchukwi,1,3,0,0,4
3808,tafon nchukwi ,1,1,0,0,2
3809,tagir ulanbekov,1,1,0,0,2
3810,tagir ulanbekov ,3,0,0,0,3
3811,tai bowden,0,1,0,0,1
3812,tai bowden ,1,0,0,0,1
3813,tai tuivasa,5,2,0,0,7
3814,tai tuivasa ,3,6,0,0,9
3815,taila santos,4,2,0,0,6
3816,tainara lisboa,1,0,0,0,1
3817,tainara lisboa ,1,0,0,0,1
3818,takanori gomi,1,6,0,0,7
3819,takanori gomi ,3,3,0,0,6
3820,takashi sato,1,4,0,0,5
3821,takashi sato ,1,1,0,0,2
3822,takenori sato,0,2,0,0,2
3823,takeya mizugaki,0,4,0,0,4
3824,takeya mizugaki ,8,2,0,0,10
3825,talita alencar,1,1,0,0,2
3826,talita bernardo,1,1,0,0,2
3827,talita bernardo ,0,2,0,0,2
3828,tamdan mccrory,1,4,0,0,5
3829,tamdan mccrory ,3,1,0,0,4
3830,tamires vidal,0,1,0,0,1
3831,tamires vidal ,1,2,0,0,3
3832,tanner boser,2,2,0,0,4
3833,tanner boser ,3,3,0,0,6
3834,tarec saffiedine,0,2,0,0,2
3835,tarec saffiedine ,2,2,0,0,4
3836,tateki matsuda,0,1,0,0,1
3837,tateki matsuda ,0,1,0,0,1
3838,tatiana suarez,3,0,0,0,3
3839,tatiana suarez ,4,0,0,0,4
3840,tatsuro taira,1,1,0,0,2
3841,tatsuro taira ,5,0,0,0,5
3842,tatsuya kawajiri,1,3,0,0,4
3843,tatsuya kawajiri ,2,0,0,0,2
3844,taylor lapilus,1,2,0,0,3
3845,taylor lapilus ,5,0,0,0,5
3846,te edwards,0,1,0,0,1
3847,te edwards ,0,1,0,0,1
3848,tecia pennington,1,1,0,0,2
3849,tecia torres,0,4,0,0,4
3850,tecia torres ,9,2,0,0,11
3851,tedd williams,0,1,0,0,1
3852,tedd williams ,1,0,0,0,1
3853,teemu packalen,0,3,0,0,3
3854,teemu packalen ,1,0,0,0,1
3855,tereza bleda,0,1,0,0,1
3856,tereza bleda ,1,0,0,0,1
3857,terrance mckinney,1,3,0,0,4
3858,terrance mckinney ,4,1,0,0,5
3859,terrence mitchell,0,2,0,0,2
3860,terrion ware,0,4,0,0,4
3861,terry etim,0,3,0,0,3
3862,terry etim ,6,2,0,0,8
3863,terry martin,0,4,0,0,4
3864,terry martin ,2,0,0,0,2
3865,teruto ishihara,1,2,1,0,4
3866,teruto ishihara ,2,3,0,0,5
3867,thaddeus luster,0,1,0,0,1
3868,thales leites,2,5,0,0,7
3869,thales leites ,11,3,0,0,14
3870,themba gorimbo,1,2,0,0,3
3871,themba gorimbo ,3,0,0,0,3
3872,thiago alves,1,7,0,0,8
3873,thiago alves ,14,5,0,0,19
3874,thiago moises,3,4,0,0,7
3875,thiago moises ,4,2,0,0,6
3876,thiago perpetuo ,1,2,0,0,3
3877,thiago santos,5,5,0,0,10
3878,thiago santos ,9,5,0,0,14
3879,thiago silva,0,3,0,1,4
3880,thiago silva ,7,0,0,1,8
3881,thiago tavares,1,4,0,0,5
3882,thiago tavares ,9,3,1,0,13
3883,thibault gouti,0,4,0,0,4
3884,thibault gouti ,1,1,0,0,2
3885,thomas almeida,2,2,0,0,4
3886,thomas almeida ,3,3,0,0,6
3887,thomas gifford,0,2,0,0,2
3888,thomas petersen,1,0,0,0,1
3889,thomas petersen ,0,1,0,0,1
3890,thomas ramirez,0,1,0,0,1
3891,tiago dos santos e silva,2,0,0,0,2
3892,tiago dos santos e silva ,0,2,0,0,2
3893,tiki ghosn,0,4,0,0,4
3894,tim boetsch,6,7,0,0,13
3895,tim boetsch ,6,5,0,0,11
3896,tim credeur,0,2,0,0,2
3897,tim credeur ,3,0,0,0,3
3898,tim elliott,3,5,0,0,8
3899,tim elliott ,6,5,0,0,11
3900,tim gorman,0,2,0,0,2
3901,tim hague,0,4,0,0,4
3902,tim hague ,1,0,0,0,1
3903,tim kennedy,1,0,0,0,1
3904,tim kennedy ,2,2,0,0,4
3905,tim lajcik,0,2,0,0,2
3906,tim lajcik ,0,0,1,0,1
3907,tim mckenzie,0,1,0,0,1
3908,tim means,6,6,0,1,13
3909,tim means ,9,8,0,0,17
3910,tim sylvia,0,4,0,0,4
3911,tim sylvia ,9,0,0,0,9
3912,tim williams,0,2,0,0,2
3913,timmy cuamba,0,1,0,0,1
3914,timmy cuamba ,0,1,0,0,1
3915,timothy johnson,2,1,0,0,3
3916,timothy johnson ,2,2,0,0,4
3917,timur valiev,1,1,0,0,2
3918,timur valiev ,1,0,0,1,2
3919,tina lahdemaki,0,1,0,0,1
3920,tito ortiz,0,9,1,0,10
3921,tito ortiz ,15,2,0,0,17
3922,tj brown,1,4,0,0,5
3923,tj brown ,2,1,0,0,3
3924,tj dillashaw,3,3,0,0,6
3925,tj dillashaw ,10,2,0,0,12
3926,tj grant,2,1,0,0,3
3927,tj grant ,6,2,0,0,8
3928,tj laramie,0,2,0,0,2
3929,tj o'brien,0,2,0,0,2
3930,tj waldburger,0,3,0,0,3
3931,tj waldburger ,4,1,0,0,5
3932,todd brown,0,1,0,0,1
3933,todd brown ,0,1,0,0,1
3934,todd butler,0,1,0,0,1
3935,todd duffee,1,1,0,0,2
3936,todd duffee ,2,1,0,1,4
3937,todd medina,0,1,0,0,1
3938,todd medina ,1,0,0,0,1
3939,tom aspinall,3,1,0,0,4
3940,tom aspinall ,5,0,0,0,5
3941,tom blackledge ,0,1,0,0,1
3942,tom breese,3,3,0,0,6
3943,tom breese ,2,0,0,0,2
3944,tom deblass,0,2,0,0,2
3945,tom duquesnoy,1,0,0,0,1
3946,tom duquesnoy ,1,1,0,0,2
3947,tom egan,0,1,0,0,1
3948,tom gallicchio,0,1,0,0,1
3949,tom lawlor,4,3,0,0,7
3950,tom lawlor ,2,2,0,0,4
3951,tom murphy ,1,0,0,0,1
3952,tom niinimaki,1,1,0,0,2
3953,tom niinimaki ,0,2,0,0,2
3954,tom nolan,1,1,0,0,2
3955,tom nolan ,1,0,0,0,1
3956,tom watson,0,4,0,0,4
3957,tom watson ,2,1,0,0,3
3958,tomasz drwal,0,2,0,0,2
3959,tomasz drwal ,3,1,0,0,4
3960,tommy hayden,0,2,0,0,2
3961,tommy speer,0,2,0,0,2
3962,tony desouza,0,3,0,0,3
3963,tony desouza ,3,0,0,0,3
3964,tony ferguson,4,2,0,0,6
3965,tony ferguson ,11,7,0,0,18
3966,tony fryklund,0,2,0,0,2
3967,tony fryklund ,2,0,0,0,2
3968,tony gravely,2,3,0,0,5
3969,tony gravely ,2,1,0,0,3
3970,tony halme,0,1,0,0,1
3971,tony kelley,2,2,0,0,4
3972,tony petarra,0,1,0,0,1
3973,tony sims,1,2,0,0,3
3974,tonya evinger,0,2,0,0,2
3975,tonya evinger ,0,1,0,0,1
3976,tor troeng,0,1,0,0,1
3977,tor troeng ,1,2,0,0,3
3978,toshiomi kazama ,1,1,0,0,2
3979,townsend saunders,0,2,0,0,2
3980,tra telligman,0,4,0,0,4
3981,tra telligman ,1,0,0,0,1
3982,tracy cortez,1,1,0,0,2
3983,tracy cortez ,4,0,0,0,4
3984,travis browne,4,4,1,0,9
3985,travis browne ,5,3,0,0,8
3986,travis fulton,0,1,0,0,1
3987,travis fulton ,1,0,0,0,1
3988,travis lutter,0,4,0,0,4
3989,travis lutter ,2,0,0,0,2
3990,travis wiuff,0,2,0,0,2
3991,trent jenkins,0,1,0,0,1
3992,tresean gore,1,1,0,0,2
3993,tresean gore ,1,1,0,0,2
3994,trevin giles,1,4,0,0,5
3995,trevin giles ,6,3,0,0,9
3996,trevin jones,1,2,0,1,4
3997,trevin jones ,0,2,0,0,2
3998,trevor peek,1,0,0,0,1
3999,trevor peek ,0,3,0,0,3
4000,trevor prangley,0,2,0,0,2
4001,trevor prangley ,2,0,0,0,2
4002,trevor smith,2,6,0,0,8
4003,trevor smith ,3,1,0,0,4
4004,trey ogden,2,2,0,0,4
4005,trey ogden ,1,0,0,1,2
4006,trey waters,2,0,0,0,2
4007,tristan connelly,1,2,0,0,3
4008,troy mandaloniz,0,1,0,0,1
4009,troy mandaloniz ,1,0,0,0,1
4010,tsuyoshi kohsaka,0,3,0,0,3
4011,tsuyoshi kohsaka ,3,0,0,0,3
4012,tucker lutz,1,2,0,0,3
4013,tucker lutz ,0,1,0,0,1
4014,tuco tokkos,0,2,0,0,2
4015,tulio palhares ,1,0,0,0,1
4016,tyler diamond ,0,1,0,0,1
4017,tyler toner,0,1,0,0,1
4018,tyron woodley,3,3,0,0,6
4019,tyron woodley ,6,3,1,0,10
4020,tyrone roberts ,1,0,0,0,1
4021,tyson griffin,0,2,0,0,2
4022,tyson griffin ,8,4,0,0,12
4023,tyson nam,1,3,0,0,4
4024,tyson nam ,2,2,0,0,4
4025,tyson pedro,1,4,0,0,5
4026,tyson pedro ,5,1,0,0,6
4027,ulysses gomez,0,2,0,0,2
4028,umar nurmagomedov,3,0,0,0,3
4029,umar nurmagomedov ,3,0,0,0,3
4030,uriah hall,3,1,0,0,4
4031,uriah hall ,7,8,0,0,15
4032,urijah faber,0,5,0,0,5
4033,urijah faber ,11,2,0,0,13
4034,uros medic,3,0,0,0,3
4035,uros medic ,1,2,0,0,3
4036,vagner rocha,1,2,0,0,3
4037,vagner rocha ,0,1,0,0,1
4038,val woodburn,0,2,0,0,2
4039,valentina shevchenko,3,2,1,0,6
4040,valentina shevchenko ,10,1,0,0,11
4041,valeri ignatov,0,2,0,0,2
4042,valerie letourneau,2,1,0,0,3
4043,valerie letourneau ,1,2,0,0,3
4044,valmir lazaro,1,1,0,0,2
4045,valmir lazaro ,0,1,0,0,1
4046,valter walker,1,0,0,0,1
4047,valter walker ,0,1,0,0,1
4048,vanessa demopoulos,1,3,0,0,4
4049,vanessa demopoulos ,4,0,0,0,4
4050,vanessa melo,1,2,0,0,3
4051,vanessa melo ,0,1,0,0,1
4052,vaughan lee,2,4,0,0,6
4053,vaughan lee ,1,1,0,0,2
4054,vernon ramos ho ,0,1,0,0,1
4055,vernon white,0,1,0,0,1
4056,vernon white ,0,0,1,0,1
4057,veronica hardy,2,0,0,0,2
4058,veronica hardy ,1,1,0,0,2
4059,veronica macedo,0,1,0,0,1
4060,veronica macedo ,1,3,0,0,4
4061,viacheslav borshchev,2,3,1,0,6
4062,viacheslav borshchev ,1,0,0,0,1
4063,vicente luque,3,3,0,0,6
4064,vicente luque ,13,3,0,0,16
4065,victor altamirano,1,2,0,0,3
4066,victor altamirano ,1,2,0,0,3
4067,victor henry,2,2,0,0,4
4068,victor henry ,1,0,0,0,1
4069,victor hugo,1,0,0,0,1
4070,victor martinez,0,1,0,0,1
4071,victor martinez ,0,1,0,0,1
4072,victor rodriguez,0,2,0,0,2
4073,victor valimaki,0,2,0,0,2
4074,victoria leonardo,1,2,0,0,3
4075,victoria leonardo ,0,2,0,0,2
4076,vik grujic,1,1,0,0,2
4077,vik grujic ,0,2,0,0,2
4078,viktor pesta,0,2,0,0,2
4079,viktor pesta ,1,2,0,0,3
4080,viktoriia dudakova ,1,1,0,0,2
4081,vinc pichel,4,2,0,0,6
4082,vinc pichel ,3,2,0,0,5
4083,vince cachero,0,1,0,0,1
4084,vince cachero ,0,1,0,0,1
4085,vince morales,2,5,0,0,7
4086,vince morales ,1,1,0,0,2
4087,vinicius moreira,0,3,0,0,3
4088,vinicius moreira ,0,1,0,0,1
4089,vinicius oliveira,1,0,0,0,1
4090,vinicius oliveira ,1,0,0,0,1
4091,vinicius queiroz,0,1,0,0,1
4092,vinicius salvador,0,3,0,0,3
4093,vinny magalhaes,1,3,0,0,4
4094,vinny magalhaes ,0,1,0,0,1
4095,virna jandiroba,4,3,0,0,7
4096,virna jandiroba ,3,0,0,0,3
4097,viscardi andrade,1,0,0,0,1
4098,viscardi andrade ,2,1,0,0,3
4099,vitor belfort,0,8,0,0,8
4100,vitor belfort ,15,2,0,1,18
4101,vitor miranda,0,1,0,0,1
4102,vitor miranda ,3,3,0,0,6
4103,vitor petrino,0,1,0,0,1
4104,vitor petrino ,4,1,0,0,5
4105,viviane araujo,4,3,0,0,7
4106,viviane araujo ,3,2,0,0,5
4107,viviane pereira,1,1,0,0,2
4108,viviane pereira ,1,1,0,0,2
4109,vladimir matyushenko,1,4,0,0,5
4110,vladimir matyushenko ,6,1,0,0,7
4111,volkan oezdemir,4,2,0,0,6
4112,volkan oezdemir ,4,5,0,0,9
4113,wade shipp,0,1,0,0,1
4114,wagner campos,0,1,0,0,1
4115,wagner prado,0,1,0,1,2
4116,wagner prado ,0,1,0,0,1
4117,wagner silva,0,1,0,0,1
4118,wagner silva ,0,1,0,0,1
4119,waldo cortes-acosta,2,1,0,0,3
4120,waldo cortes-acosta ,2,0,0,0,2
4121,walel watson,0,2,0,0,2
4122,walel watson ,1,1,0,0,2
4123,wallid ismail,0,1,0,0,1
4124,walt harris,2,6,0,1,9
4125,walt harris ,4,3,0,0,7
4126,wanderlei silva,0,5,0,0,5
4127,wanderlei silva ,5,2,0,0,7
4128,wang cong ,1,1,0,0,2
4129,wang guan ,1,0,0,0,1
4130,war machine,0,1,0,0,1
4131,war machine ,1,0,0,0,1
4132,warlley alves,2,2,0,0,4
4133,warlley alves ,6,5,0,0,11
4134,waylon lowe,1,1,0,0,2
4135,waylon lowe ,1,1,0,0,2
4136,wellington turman,3,4,0,0,7
4137,wellington turman ,0,2,0,0,2
4138,wendell oliveira marques,0,1,0,0,1
4139,wendell oliveira marques ,0,1,0,0,1
4140,wes albritton,0,1,0,0,1
4141,wes combs,0,2,0,0,2
4142,wes sims,0,3,0,0,3
4143,wesley correira,0,2,0,0,2
4144,wesley correira ,2,0,0,0,2
4145,westin wilson,1,1,0,0,2
4146,westin wilson ,0,1,0,0,1
4147,will brooks,1,1,0,0,2
4148,will brooks ,0,2,0,0,2
4149,will campuzano ,0,4,0,0,4
4150,will chope,0,1,0,0,1
4151,willamy freire,0,1,0,0,1
4152,william gomis,1,0,0,0,1
4153,william gomis ,3,0,0,0,3
4154,william knight,1,2,0,0,3
4155,william knight ,2,2,0,0,4
4156,william macario ,1,3,0,0,4
4157,willie gates,1,3,0,0,4
4158,wilson gouveia,0,4,0,0,4
4159,wilson gouveia ,6,0,0,0,6
4160,wilson reis,3,4,0,0,7
4161,wilson reis ,4,2,0,0,6
4162,wu yanan,0,1,0,0,1
4163,wu yanan ,1,4,0,0,5
4164,wuliji buren,0,1,0,0,1
4165,wuliji buren ,0,2,0,0,2
4166,xavier foupa-pokam,0,2,0,0,2
4167,xiao long ,1,1,0,0,2
4168,yair rodriguez,2,3,0,0,5
4169,yair rodriguez ,8,1,0,1,10
4170,yan cabral ,2,3,0,0,5
4171,yan xiaonan,6,2,0,0,8
4172,yan xiaonan ,3,1,0,0,4
4173,yana kunitskaya,3,3,0,0,6
4174,yana kunitskaya ,1,0,0,0,1
4175,yana santos,0,1,0,0,1
4176,yana santos ,1,1,0,0,2
4177,yanal ashmouz,2,1,0,0,3
4178,yancy medeiros,4,7,0,1,12
4179,yancy medeiros ,2,1,0,0,3
4180,yanis ghemmouri,0,2,0,0,2
4181,yao zhikui,1,0,0,0,1
4182,yao zhikui ,0,3,0,0,3
4183,yaotzin meza,2,3,0,1,6
4184,yaotzin meza ,0,1,0,0,1
4185,yasuhiro urushitani,0,1,0,0,1
4186,yasuhiro urushitani ,0,1,0,0,1
4187,yazmin jauregui ,3,2,0,0,5
4188,yi zha,0,1,0,0,1
4189,yizha ,0,1,0,0,1
4190,yoel romero,7,2,0,0,9
4191,yoel romero ,2,2,0,0,4
4192,yohan lainesse,1,2,0,0,3
4193,yohan lainesse ,0,1,0,0,1
4194,yoislandy izquierdo,0,2,0,0,2
4195,yoji anjo,0,3,0,0,3
4196,yorgan de castro,1,1,0,0,2
4197,yorgan de castro ,0,2,0,0,2
4198,yosdenis cedeno,0,2,0,0,2
4199,yosdenis cedeno ,1,1,0,0,2
4200,yoshihiro akiyama,0,3,0,0,3
4201,yoshihiro akiyama ,2,2,0,0,4
4202,yoshiki takahashi ,1,0,0,0,1
4203,yoshinori horie,0,1,0,0,1
4204,yoshiyuki yoshida,0,2,0,0,2
4205,yoshiyuki yoshida ,2,1,0,0,3
4206,youssef zalal,4,2,0,0,6
4207,youssef zalal ,2,1,1,0,4
4208,yui chul nam,1,1,0,0,2
4209,yui chul nam ,0,1,0,0,1
4210,yuki kondo,0,2,0,0,2
4211,yuki kondo ,1,0,0,0,1
4212,yuki sasaki,0,1,0,0,1
4213,yuri vaulin,0,1,0,0,1
4214,yuri villefort,0,1,0,0,1
4215,yuri villefort ,0,1,0,0,1
4216,yusaku kinoshita ,0,1,0,0,1
4217,yushin okami,3,4,0,0,7
4218,yushin okami ,11,3,0,0,14
4219,yusuke kasuya,0,1,0,0,1
4220,yusuke kasuya ,0,1,0,0,1
4221,yuta sasaki,3,5,0,0,8
4222,yuta sasaki ,1,0,0,0,1
4223,yves edwards,1,5,0,0,6
4224,yves edwards ,9,5,0,1,15
4225,yves jabouin,1,2,0,0,3
4226,yves jabouin ,4,3,0,0,7
4227,zabit magomedsharipov,2,0,0,0,2
4228,zabit magomedsharipov ,4,0,0,0,4
4229,zac pauga,1,1,0,0,2
4230,zac pauga ,0,2,0,0,2
4231,zach light,0,1,0,0,1
4232,zach makovsky,1,3,0,0,4
4233,zach makovsky ,2,1,0,0,3
4234,zach reese,1,0,0,0,1
4235,zach reese ,0,1,0,0,1
4236,zachary reese ,1,0,0,0,1
4237,zachary scroggin,0,1,0,0,1
4238,zak cummings,4,3,0,0,7
4239,zak cummings ,6,1,0,0,7
4240,zak ottow,3,4,0,0,7
4241,zak ottow ,1,0,0,0,1
4242,zane frazier,0,1,0,0,1
4243,zarah fairn,0,3,0,0,3
4244,zarah fairn ,0,1,0,0,1
4245,zarrukh adashev,1,3,0,0,4
4246,zelim imadaev,0,2,0,0,2
4247,zelim imadaev ,0,1,0,0,1
4248,zhalgas zhumagulov,0,5,0,0,5
4249,zhalgas zhumagulov ,1,1,0,0,2
4250,zhang lipeng,1,0,0,0,1
4251,zhang lipeng ,1,2,0,0,3
4252,zhang mingyang ,2,0,0,0,2
4253,zhang tiequan ,1,3,0,0,4
4254,zhang weili,4,1,0,0,5
4255,zhang weili ,5,1,0,0,6
4256,zubaira tukhugov,3,2,0,0,5
4257,zubaira tukhugov ,2,1,1,0,4
4258,zviad lazishvili,0,1,0,0,1
4259,zygimantas ramaska ,0,1,0,0,1
