,Fighter,Win,Loss,Draw,No Contest,Total Matches
1608,impa kasanganay ,1,2,0,0,3
1609,inoue mizuki,1,1,0,0,2
1610,ion cutelaba,3,6,0,0,9
1611,ion cutelaba ,4,3,1,0,8
1612,irene aldana,2,5,0,0,7
1613,irene aldana ,6,1,0,0,7
1614,irina alekseeva,1,0,0,0,1
1615,irina alekseeva ,0,1,0,0,1
1616,irwin rivera,0,2,0,0,2
1617,irwin rivera ,1,0,0,0,1
1618,isaac dulgarian,1,1,0,0,2
1619,isaac dulgarian ,1,0,0,0,1
1620,isaac vallie-flagg,1,2,0,0,3
1621,isaac vallie-flagg ,0,1,0,0,1
1622,isabela de padua,0,1,0,0,1
1623,islam makhachev,4,1,0,0,5
1624,islam makhachev ,10,0,0,0,10
1625,ismael bonfim ,2,1,0,0,3
1626,ismail naurdiev,2,1,0,0,3
1627,ismail naurdiev ,0,1,0,0,1
1628,israel adesanya,6,2,0,0,8
1629,israel adesanya ,7,2,0,0,9
1630,issei tamura,1,2,0,0,3
1631,istela nunes,0,2,0,0,2
1632,istela nunes ,0,2,0,0,2
1633,iuri alcantara,2,3,0,0,5
1634,iuri alcantara ,8,4,0,1,13
1635,ivan erslan,0,1,0,0,1
1636,ivan jorge,1,2,0,0,3
1637,ivan jorge ,1,0,0,0,1
1638,ivan menjivar,0,3,0,0,3
1639,ivan menjivar ,4,2,0,0,6
1640,ivan salaverry,0,4,0,0,4
1641,ivan salaverry ,3,0,0,0,3
1642,ivan serati,0,1,0,0,1
1643,ivana petrovic,0,1,0,0,1
1644,ivana petrovic ,1,1,0,0,2
1645,izabela badurek ,0,1,0,0,1
1646,jacare souza,2,2,0,0,4
1647,jacare souza ,7,5,0,0,12
1648,jack della maddalena,2,0,0,0,2
1649,jack della maddalena ,5,0,0,0,5
1650,jack hermansson,6,2,0,0,8
1651,jack hermansson ,5,4,0,0,9
1652,jack jenkins,1,0,0,0,1
1653,jack jenkins ,2,1,0,0,3
1654,jack marshman,1,4,0,0,5
1655,jack marshman ,2,1,0,0,3
1656,jack may,0,2,0,0,2
1657,jack mcglaughlin,0,1,0,0,1
1658,jack nilson,0,1,0,0,1
1659,jack nilson ,1,0,0,0,1
1660,jack shore,1,1,0,0,2
1661,jack shore ,5,2,0,0,7
1662,jackie lee,0,1,0,0,1
1663,jacob kilburn,0,1,0,0,1
1664,jacob kilburn ,0,1,0,0,1
1665,jacob malkoun,4,1,0,0,5
1666,jacob malkoun ,0,2,0,0,2
1667,jacob volkmann,1,2,0,0,3
1668,jacob volkmann ,5,2,0,0,7
1669,jacqueline cavalcanti,2,0,0,0,2
1670,jacqueline cavalcanti ,1,0,0,0,1
1671,jafel filho,0,1,0,0,1
1672,jafel filho ,2,0,0,0,2
1673,jai herbert,1,2,0,0,3
1674,jai herbert ,2,2,1,0,5
1675,jailton almeida,2,1,0,0,3
1676,jailton almeida ,5,0,0,0,5
1677,jairzinho rozenstruik,6,3,0,0,9
1678,jairzinho rozenstruik ,3,2,0,0,5
1679,jake collier,2,8,0,0,10
1680,jake collier ,3,1,0,0,4
1681,jake ellenberger,4,4,0,0,8
1682,jake ellenberger ,6,7,0,0,13
1683,jake hadley,1,2,0,0,3
1684,jake hadley ,2,2,0,0,4
1685,jake hecht,1,1,0,0,2
1686,jake hecht ,0,1,0,0,1
1687,jake lindsey,0,2,0,0,2
1688,jake lindsey ,0,1,0,0,1
1689,jake matthews,4,2,0,0,6
1690,jake matthews ,9,5,0,0,14
1691,jake o'brien,0,3,0,0,3
1692,jake o'brien ,4,0,0,0,4
1693,jake rosholt,0,2,0,0,2
1694,jake rosholt ,1,0,0,0,1
1695,jake shields,2,1,0,0,3
1696,jake shields ,2,2,0,1,5
1697,jalin turner,4,2,0,0,6
1698,jalin turner ,3,3,0,0,6
1699,jamahal hill,5,2,0,0,7
1700,jamahal hill ,1,0,0,1,2
1701,jamal pogues,2,1,0,0,3
1702,jamall emmers,1,2,0,0,3
1703,jamall emmers ,2,2,0,0,4
1704,james bochnovic,0,2,0,0,2
1705,james giboo,0,1,0,0,1
1706,james hammortree,0,1,0,0,1
1707,james head,2,2,0,0,4
1708,james head ,0,1,0,0,1
1709,james irvin,0,5,0,0,5
1710,james irvin ,4,1,0,0,5
1711,james krause,5,3,0,0,8
1712,james krause ,4,1,0,0,5
1713,james lee,0,1,0,0,1
1714,james llontop,0,2,0,0,2
1715,james llontop ,0,1,0,0,1
1716,james mcsweeney ,1,2,0,0,3
1717,james moontasri,0,3,0,0,3
1718,james moontasri ,2,1,0,0,3
1719,james mulheron ,0,1,0,0,1
1720,james te huna,0,3,0,0,3
1721,james te huna ,5,2,0,0,7
1722,james toney,0,1,0,0,1
1723,james vick,4,3,0,0,7
1724,james vick ,5,2,0,0,7
1725,james wilks,0,1,0,0,1
1726,james wilks ,2,1,0,0,3
1727,james zikic,0,1,0,0,1
1728,jamey simmons,0,2,0,0,2
1729,jamey-lyn horth,1,2,0,0,3
1730,jamey-lyn horth ,1,0,0,0,1
1731,jamie moyle,1,1,0,0,2
1732,jamie moyle ,0,1,0,0,1
1733,jamie mullarkey,2,4,0,0,6
1734,jamie mullarkey ,3,2,0,0,5
1735,jamie pickett,0,7,0,0,7
1736,jamie pickett ,2,0,0,0,2
1737,jamie varner,2,2,0,0,4
1738,jamie varner ,1,4,0,0,5
1739,jamie yager ,0,1,0,0,1
1740,jan blachowicz,6,3,0,0,9
1741,jan blachowicz ,6,4,1,0,11
1742,jaqueline amorim ,3,1,0,0,4
1743,jared cannonier,4,4,0,0,8
1744,jared cannonier ,6,4,0,0,10
1745,jared gooden,2,4,0,0,6
1746,jared gooden ,0,1,0,0,1
1747,jared gordon,3,3,0,1,7
1748,jared gordon ,5,3,0,0,8
1749,jared hamman,2,1,0,0,3
1750,jared hamman ,0,4,0,0,4
1751,jared papazian,0,2,0,0,2
1752,jared papazian ,0,1,0,0,1
1753,jared rollins,0,1,0,0,1
1754,jared rosholt,2,1,0,0,3
1755,jared rosholt ,4,1,0,0,5
1756,jared vanderaa,1,5,0,0,6
1757,jared vanderaa ,0,1,0,0,1
1758,jarjis danho,1,1,0,0,2
1759,jarjis danho ,0,0,1,0,1
1760,jarno errens,0,2,0,0,2
1761,jarno errens ,1,0,0,0,1
1762,jarred brooks,2,1,0,0,3
1763,jarred brooks ,0,1,0,0,1
1764,jasmine jasudavicius,3,1,0,0,4
1765,jasmine jasudavicius ,3,1,0,0,4
1766,jason black,0,2,0,0,2
1767,jason brilz,1,3,0,0,4
1768,jason brilz ,2,1,0,0,3
1769,jason day,0,2,0,0,2
1770,jason day ,1,0,0,0,1
1771,jason delucia,0,2,0,0,2
1772,jason delucia ,1,0,0,0,1
1773,jason dent,0,3,0,0,3
1774,jason dent ,1,0,0,0,1
1775,jason fairn,0,1,0,0,1
1776,jason gilliam,0,2,0,0,2
1777,jason godsey,0,2,0,0,2
1778,jason gonzalez,0,3,0,0,3
1779,jason gonzalez ,1,0,0,0,1
1780,jason high,1,3,0,0,4
1781,jason high ,1,0,0,0,1
1782,jason knight,4,2,0,0,6
1783,jason knight ,0,3,0,0,3
1784,jason lambert,0,4,0,0,4
1785,jason lambert ,4,0,0,0,4
1786,jason macdonald,0,6,0,0,6
1787,jason macdonald ,6,2,0,0,8
1788,jason miller,0,2,0,0,2
1789,jason miller ,0,1,0,0,1
1790,jason novelli,0,2,0,0,2
1791,jason reinhardt,0,3,0,0,3
1792,jason saggo ,3,3,0,0,6
1793,jason tan,0,2,0,0,2
1794,jason thacker,0,1,0,0,1
1795,jason von flue,0,2,0,0,2
1796,jason von flue ,1,0,0,0,1
1797,jason witt,2,2,0,0,4
1798,jason witt ,0,2,0,0,2
1799,jason young,0,2,0,0,2
1800,jason young ,1,1,0,0,2
1801,javid basharat,2,1,0,0,3
1802,javid basharat ,1,0,0,0,1
1803,javier vazquez,1,0,0,0,1
1804,jay cucciniello ,0,1,0,0,1
1805,jay hieron,0,4,0,0,4
1806,jay perrin,0,3,0,0,3
1807,jay silva,0,2,0,0,2
1808,jc cottrell,0,2,0,0,2
1809,jean matsumoto,2,0,0,0,2
1810,jean silva,3,0,0,0,3
1811,jeff cox,0,2,0,0,2
1812,jeff curran,0,2,0,0,2
1813,jeff curran ,0,1,0,0,1
1814,jeff hougland,0,2,0,0,2
1815,jeff hougland ,1,0,0,0,1
1816,jeff hughes,0,3,0,1,4
1817,jeff joslin,0,1,0,0,1
1818,jeff molina,1,0,0,0,1
1819,jeff molina ,2,0,0,0,2
1820,jeff monson,0,3,0,0,3
1821,jeff monson ,4,0,0,0,4
1822,jeff newton,0,1,0,0,1
1823,jeka saragih ,1,2,0,0,3
1824,jenel lausa,1,0,0,0,1
1825,jenel lausa ,0,3,0,0,3
1826,jennifer maia,3,4,0,0,7
1827,jennifer maia ,3,2,0,0,5
1828,jens pulver,0,2,0,0,2
1829,jens pulver ,6,0,1,0,7
1830,jeongyeong lee ,2,1,0,0,3
1831,jeremiah wells,2,1,0,0,3
1832,jeremiah wells ,2,1,0,0,3
1833,jeremy horn,0,7,0,0,7
1834,jeremy horn ,6,0,0,0,6
1835,jeremy jackson,0,2,0,0,2
1836,jeremy kennedy,2,1,0,0,3
1837,jeremy kennedy ,1,0,0,0,1
1838,jeremy kimball,1,1,0,0,2
1839,jeremy kimball ,0,2,0,0,2
1840,jeremy larsen,0,2,0,0,2
1841,jeremy larsen ,0,1,0,0,1
1842,jeremy stephens,7,13,0,1,21
1843,jeremy stephens ,8,5,0,0,13
1844,jermaine andre,0,1,0,0,1
1845,jerome rivera,0,4,0,0,4
1846,jerrod sanders,1,2,0,1,4
1847,jerry bohlander,0,2,0,0,2
1848,jerry bohlander ,5,0,0,0,5
1849,jess liaudin,0,3,0,0,3
1850,jess liaudin ,2,0,0,0,2
1851,jessamyn duke ,1,3,0,0,4
1852,jesse bongfeldt ,0,1,1,0,2
1853,jesse butler,0,2,0,0,2
1854,jesse forbes,0,2,0,0,2
1855,jesse forbes ,0,1,0,0,1
1856,jesse lennox,0,2,0,0,2
1857,jesse lennox ,1,0,0,0,1
1858,jesse ronson,0,4,0,1,5
1859,jesse ronson ,0,1,0,0,1
1860,jesse sanders,0,1,0,0,1
1861,jesse strader,0,2,0,0,2
1862,jesse taylor,1,1,0,0,2
1863,jessica aguilar,0,3,0,0,3
1864,jessica aguilar ,1,1,0,0,2
1865,jessica andrade,8,3,0,0,11
1866,jessica andrade ,9,8,0,0,17
1867,jessica eye,3,5,0,1,9
1868,jessica eye ,2,5,0,0,7
1869,jessica penne,1,1,0,0,2
1870,jessica penne ,2,5,0,0,7
1871,jessica rakoczy,0,1,0,0,1
1872,jessica rakoczy ,0,1,0,0,1
1873,jessica-rose clark,2,0,0,0,2
1874,jessica-rose clark ,2,5,0,0,7
1875,jessin ayari,0,3,0,0,3
1876,jessin ayari ,1,0,0,0,1
1877,jesus aguilar,2,1,0,0,3
1878,jesus aguilar ,1,0,0,0,1
1879,jesus pinedo,1,1,0,0,2
1880,jhonata diniz,1,1,0,0,2
1881,jhonata diniz ,1,0,0,0,1
1882,ji yeon kim,2,2,0,0,4
1883,ji yeon kim ,1,5,0,0,6
1884,jianping yang,0,1,0,0,1
1885,jim alers,1,1,0,1,3
1886,jim alers ,0,1,0,0,1
1887,jim miller,2,8,0,0,10
1888,jim miller ,25,9,0,1,35
1889,jim mullen,0,1,0,0,1
1890,jim wallhead,0,2,0,0,2
1891,jimi manuwa,2,2,0,0,4
1892,jimi manuwa ,4,4,0,0,8
1893,jimmie rivera,4,1,0,0,5
1894,jimmie rivera ,3,3,0,0,6
1895,jimmy crute,0,2,0,0,2
1896,jimmy crute ,4,2,1,0,7
1897,jimmy flick,1,1,0,0,2
1898,jimmy flick ,1,2,0,0,3
1899,jimmy quinlan,0,1,0,0,1
1900,jimy hettes,1,2,0,0,3
1901,jimy hettes ,2,1,0,0,3
1902,jin soo son,0,2,0,0,2
1903,jinh yu frey,1,5,0,0,6
1904,jinh yu frey ,1,0,0,0,1
1905,jiri prochazka,3,1,0,0,4
1906,jiri prochazka ,1,1,0,0,2
1907,jj aldrich,4,5,0,0,9
1908,jj aldrich ,4,1,0,0,5
1909,joachim christensen,1,1,0,0,2
1910,joachim christensen ,0,2,0,0,2
1911,joanderson brito,3,2,0,0,5
1912,joanderson brito ,2,0,0,0,2
1913,joanna jedrzejczyk,3,4,0,0,7
1914,joanna jedrzejczyk ,7,1,0,0,8
1915,joanne wood,2,3,0,0,5
1916,joanne wood ,7,5,0,0,12
1917,joao pierini,0,1,0,0,1
1918,joao roque,0,1,0,0,1
1919,joao zeferino,0,1,0,0,1
1920,joao zeferino ,0,1,0,0,1
1921,joaquim silva,3,2,0,0,5
1922,joaquim silva ,3,3,0,0,6
1923,joaquin buckley,6,3,0,0,9
1924,joaquin buckley ,5,1,0,0,6
1925,joby sanchez,1,3,0,0,4
1926,joby sanchez ,0,1,0,0,1
1927,jocelyn jones-lybarger,0,2,0,0,2
1928,jocelyn jones-lybarger ,0,1,0,0,1
1929,jodie esquibel,0,4,0,0,4
1930,joe brammer,0,2,0,0,2
1931,joe charles,0,2,0,0,2
1932,joe charles ,2,0,0,0,2
1933,joe doerksen,1,6,0,0,7
1934,joe doerksen ,1,1,0,0,2
1935,joe duffy,1,3,0,0,4
1936,joe duffy ,3,1,0,0,4
1937,joe ellenberger ,1,1,0,0,2
1938,joe giannetti,0,1,0,0,1
1939,joe jordan,0,1,0,0,1
1940,joe lauzon,2,5,0,0,7
1941,joe lauzon ,13,7,0,0,20
1942,joe merritt,0,1,0,0,1
1943,joe moreira,0,1,0,0,1
1944,joe moreira ,1,0,0,0,1
1945,joe pardo,0,1,0,0,1
1946,joe proctor,2,2,0,0,4
1947,joe proctor ,2,2,0,0,4
1948,joe pyfer,1,1,0,0,2
1949,joe pyfer ,3,0,0,0,3
1950,joe riggs,0,6,0,0,6
1951,joe riggs ,5,1,0,0,6
1952,joe slick,0,1,0,0,1
1953,joe slick ,1,0,0,0,1
1954,joe solecki,2,2,0,0,4
1955,joe solecki ,3,1,0,0,4
1956,joe son,0,1,0,0,1
1957,joe soto,3,2,0,0,5
1958,joe soto ,0,3,0,0,3
1959,joe stevenson,0,5,0,0,5
1960,joe stevenson ,8,3,0,0,11
1961,joe vedepo,0,2,0,0,2
1962,joe veres,0,2,0,0,2
1963,joel alvarez,3,2,0,0,5
1964,joel alvarez ,4,0,0,0,4
1965,joel sutton ,2,0,0,0,2
1966,joey beltran,0,4,0,1,5
1967,joey beltran ,3,2,0,0,5
1968,joey gambino,0,2,0,0,2
1969,joey gilbert,0,1,0,0,1
1970,joey gomez,0,2,0,0,2
1971,joey roberts,0,1,0,0,1
1972,john albert,1,2,0,0,3
1973,john albert ,0,2,0,0,2
1974,john alessio,0,4,0,0,4
1975,john alessio ,0,1,0,0,1
1976,john allan,0,2,0,1,3
1977,john campetella,0,1,0,0,1
1978,john castaneda,2,1,0,0,3
1979,john castaneda ,2,2,0,0,4
1980,john cholish,1,2,0,0,3
1981,john cofer,0,2,0,0,2
1982,john dodson,1,4,0,0,5
1983,john dodson ,9,3,0,0,12
1984,john dowdy,0,1,0,0,1
1985,john gunderson,0,2,0,0,2
1986,john gunderson ,1,0,0,0,1
1987,john gunther,0,1,0,0,1
1988,john gunther ,1,0,0,0,1
1989,john halverson,0,2,0,0,2
1990,john hathaway,1,1,0,0,2
1991,john hathaway ,6,1,0,0,7
1992,john howard,2,3,0,0,5
1993,john howard ,5,4,0,0,9
1994,john kolosci,0,1,0,0,1
1995,john lewis,0,1,0,0,1
1996,john lewis ,1,0,0,0,1
1997,john lineker,5,2,0,0,7
1998,john lineker ,7,2,0,0,9
1999,john lober,0,1,0,0,1
2000,john maguire,1,3,0,0,4
2001,john maguire ,1,0,0,0,1
2002,john makdessi,2,3,0,0,5
2003,john makdessi ,9,6,0,0,15
2004,john marsh,0,1,0,0,1
2005,john matua,0,1,0,0,1
2006,john moraga,2,3,0,0,5
2007,john moraga ,6,3,0,0,9
2008,john phillips,1,3,0,0,4
2009,john phillips ,0,2,0,0,2
2010,john polakowski,0,1,0,0,1
2011,john salter,1,2,0,0,3
2012,john teixeira ,0,1,0,0,1
2013,johnny bedford,1,2,0,1,4
2014,johnny bedford ,1,1,0,0,2
2015,johnny case,3,2,0,0,5
2016,johnny case ,1,0,0,0,1
2017,johnny eduardo,2,3,0,0,5
2018,johnny eduardo ,1,2,0,0,3
2019,johnny munoz,1,2,0,0,3
2020,johnny munoz ,1,2,0,0,3
2021,johnny rees,0,2,0,0,2
2022,johnny rhodes,0,1,0,0,1
2023,johnny rhodes ,2,0,0,0,2
2024,johnny walker,4,3,0,0,7
2025,johnny walker ,3,3,0,0,6
2026,johny hendricks,4,2,0,0,6
2027,johny hendricks ,9,6,0,0,15
2028,jon delos reyes,1,3,0,0,4
2029,jon fitch,1,1,1,0,3
2030,jon fitch ,13,2,0,0,15
2031,jon hess ,1,0,0,0,1
2032,jon jones,2,1,0,1,4
2033,jon jones ,20,0,0,0,20
2034,jon madsen ,4,1,0,0,5
2035,jon manley ,0,1,0,0,1
2036,jon olav einemo,0,2,0,0,2
2037,jon tuck,3,3,0,0,6
2038,jon tuck ,1,2,0,0,3
2039,jonathan brookins,0,1,0,0,1
2040,jonathan brookins ,2,2,0,0,4
2041,jonathan goulet,0,5,0,0,5
2042,jonathan goulet ,4,0,0,0,4
2043,jonathan martinez,7,3,0,0,10
2044,jonathan martinez ,3,2,0,0,5
2045,jonathan meunier,1,1,0,0,2
2046,jonathan pearce,2,1,0,0,3
2047,jonathan pearce ,3,3,0,0,6
2048,jonathan wiezorek ,1,0,0,0,1
2049,jonathan wilson,1,1,0,0,2
2050,jonathan wilson ,0,2,0,0,2
2051,jonavin webb,0,1,0,0,1
2052,jonavin webb ,0,1,0,0,1
2053,jonny parsons,1,0,0,0,1
2054,jordan espinosa,1,1,0,0,2
2055,jordan espinosa ,1,3,0,0,4
2056,jordan griffin,0,3,0,0,3
2057,jordan griffin ,1,1,0,0,2
2058,jordan johnson,2,0,0,0,2
2059,jordan johnson ,2,0,0,0,2
2060,jordan leavitt,1,3,0,0,4
2061,jordan leavitt ,3,0,0,0,3
2062,jordan mein,2,1,0,0,3
2063,jordan mein ,3,3,0,0,6
2064,jordan radev,0,2,0,0,2
2065,jordan rinaldi,2,2,0,0,4
2066,jordan rinaldi ,0,1,0,0,1
2067,jordan vucenic,0,1,0,0,1
2068,jordan williams,0,2,0,0,2
2069,jordan williams ,0,1,0,0,1
2070,jordan wright,1,1,0,0,2
2071,jordan wright ,1,4,0,0,5
2072,jorge de oliveira,0,1,0,0,1
2073,jorge de oliveira ,0,1,0,0,1
2074,jorge gurgel,0,4,0,0,4
2075,jorge gurgel ,3,0,0,0,3
2076,jorge lopez,0,2,0,0,2
2077,jorge masvidal,7,7,0,0,14
2078,jorge masvidal ,5,3,0,0,8
2079,jorge patino,0,1,0,0,1
2080,jorge rivera,1,6,0,0,7
2081,jorge rivera ,7,1,0,0,8
2082,jorge santiago,0,5,0,0,5
2083,jorge santiago ,1,0,0,0,1
2084,jose aldo,1,3,0,0,4
2085,jose aldo ,13,5,0,0,18
2086,jose daniel medina,0,1,0,0,1
2087,jose johnson,1,2,0,0,3
2088,jose maria,0,1,0,0,1
2089,jose maria ,0,1,0,0,1
2090,jose ochoa,0,1,0,0,1
2091,jose quinonez,1,4,0,0,5
2092,jose quinonez ,4,0,0,0,4
2093,jose torres,1,1,0,0,2
2094,josefine knutsson ,2,1,0,0,3
2095,joselyne edwards,2,4,0,0,6
2096,joselyne edwards ,3,0,0,0,3
2097,joseph benavidez,1,2,0,0,3
2098,joseph benavidez ,14,4,0,0,18
2099,joseph gigliotti,0,1,0,0,1
2100,joseph gigliotti ,0,1,0,0,1
2101,joseph holmes,0,1,0,0,1
2102,joseph holmes ,1,2,0,0,3
2103,joseph morales,0,1,0,0,1
2104,joseph morales ,1,1,0,0,2
2105,joseph sandoval,0,1,0,0,1
2106,joseph sandoval ,0,1,0,0,1
2107,josh barnett,2,1,0,0,3
2108,josh barnett ,5,2,0,0,7
2109,josh bryant ,0,1,0,0,1
2110,josh clopton,0,2,0,0,2
2111,josh copeland,0,2,0,0,2
2112,josh culibao,1,2,1,0,4
2113,josh culibao ,2,2,0,0,4
2114,josh emmett,4,1,0,0,5
2115,josh emmett ,6,3,0,0,9
2116,josh ferguson,0,2,0,0,2
2117,josh fremd,1,2,0,0,3
2118,josh fremd ,1,2,0,0,3
2119,josh grispi,0,2,0,0,2
2120,josh grispi ,0,2,0,0,2
2121,josh haynes,0,3,0,0,3
2122,josh hendricks,0,1,0,0,1
2123,josh koscheck,1,7,0,0,8
2124,josh koscheck ,14,3,0,0,17
2125,josh neer,1,8,0,0,9
2126,josh neer ,5,1,0,0,6
2127,josh parisian,0,2,0,0,2
2128,josh parisian ,2,3,0,0,5
2129,josh quinlan,1,0,0,0,1
2130,josh quinlan ,0,3,0,0,3
2131,josh rafferty,0,1,0,0,1
2132,josh samman,1,1,0,0,2
2133,josh samman ,2,1,0,0,3
2134,josh sampo,0,3,0,0,3
2135,josh sampo ,1,0,0,0,1
2136,josh shockley,0,2,0,0,2
2137,josh shockman,0,1,0,0,1
2138,josh stansbury,1,0,0,0,1
2139,josh stansbury ,0,2,0,0,2
2140,josh stuart,0,1,0,0,1
2141,josh thomson,1,2,0,0,3
2142,josh thomson ,2,2,0,0,4
2143,joshua burkman,0,8,0,1,9
2144,joshua burkman ,6,4,0,0,10
2145,joshua van,3,0,0,0,3
2146,joshua van ,2,1,0,0,3
2147,joshua weems,0,1,0,0,1
2148,josiane nunes,1,1,0,0,2
2149,josiane nunes ,2,1,0,0,3
2150,journey newson,0,2,0,1,3
2151,journey newson ,1,2,0,0,3
2152,jp buys,0,2,0,0,2
2153,jp buys ,0,2,0,0,2
2154,juan adams,1,2,0,0,3
2155,juan adams ,0,1,0,0,1
2156,juan espino,0,1,0,0,1
2157,juan espino ,2,0,0,0,2
2158,juan manuel puig,0,1,0,0,1
2159,juan manuel puig ,0,1,0,0,1
2160,juancamilo ronderos,0,2,0,0,2
2161,jules bruchez,0,1,0,0,1
2162,julia avila,0,1,0,0,1
2163,julia avila ,3,1,0,0,4
2164,julia polastri,0,1,0,0,1
2165,julia polastri ,1,0,0,0,1
2166,julian erosa,4,4,0,0,8
2167,julian erosa ,4,3,0,0,7
2168,julian marquez,2,1,0,0,3
2169,julian marquez ,1,3,0,0,4
2170,julian sanchez,0,1,0,0,1
2171,juliana lima,0,3,0,0,3
2172,juliana lima ,3,1,0,0,4
2173,juliana miller,1,0,0,0,1
2174,juliana miller ,0,2,0,0,2
2175,julianna pena,4,2,0,0,6
2176,julianna pena ,4,1,0,0,5
2177,julie kedzie ,0,2,0,0,2
2178,julija stoliarenko,2,4,0,0,6
2179,julija stoliarenko ,0,2,0,0,2
2180,julio arce,1,1,0,0,2
2181,julio arce ,5,3,0,0,8
2182,julio paulino,0,2,0,0,2
2183,jumabieke tuerxun ,0,3,0,0,3
2184,junie browning,0,1,0,0,1
2185,junie browning ,1,0,0,0,1
2186,junior albini,1,2,0,0,3
2187,junior albini ,0,2,0,0,2
2188,junior assuncao,0,3,0,0,3
2189,junior assuncao ,2,0,0,0,2
2190,junior dos santos,5,4,0,0,9
2191,junior dos santos ,10,4,0,0,14
2192,junior tafa,0,2,0,0,2
2193,junior tafa ,1,1,0,0,2
2194,junyong park,4,0,0,0,4
2195,junyong park ,4,3,0,0,7
2196,jussier formiga,1,2,0,0,3
2197,jussier formiga ,8,5,0,0,13
2198,justin buchholz,0,4,0,0,4
2199,justin buchholz ,1,0,0,0,1
2200,justin edwards,1,4,0,0,5
2201,justin edwards ,1,1,0,0,2
2202,justin eilers,0,3,0,0,3
2203,justin eilers ,1,0,0,0,1
2204,justin frazier,0,1,0,0,1
2205,justin gaethje,5,4,0,0,9
2206,justin gaethje ,3,1,0,0,4
2207,justin james,0,1,0,0,1
2208,justin jaynes,1,4,0,0,5
2209,justin jones,0,2,0,0,2
2210,justin lawrence ,1,2,0,0,3
2211,justin ledet,1,3,0,0,4
2212,justin ledet ,2,1,0,0,3
2213,justin levens,0,2,0,0,2
2214,justin martin ,1,0,0,0,1
2215,justin mccully,0,2,0,0,2
2216,justin mccully ,2,0,0,0,2
2217,justin salas,2,3,0,0,5
2218,justin salas ,1,1,0,0,2
2219,justin scoggins,3,2,0,0,5
2220,justin scoggins ,1,3,0,0,4
2221,justin tafa,1,2,0,1,4
2222,justin tafa ,3,2,0,0,5
2223,justin willis,2,1,0,0,3
2224,justin willis ,2,0,0,0,2
2225,justin wren,0,1,0,0,1
2226,justine kish,0,3,0,0,3
2227,justine kish ,3,1,0,0,4
2228,jutaro nakao,0,1,0,0,1
2229,jutaro nakao ,1,0,0,0,1
2230,kaan ofli ,0,1,0,0,1
2231,kai asakura,0,1,0,0,1
2232,kai kamaka,0,1,1,0,2
2233,kai kamaka ,1,1,0,0,2
2234,kai kara-france,3,2,0,0,5
2235,kai kara-france ,5,2,0,0,7
2236,kailin curran,0,3,0,0,3
2237,kailin curran ,1,3,0,0,4
2238,kajan johnson,3,1,0,0,4
2239,kajan johnson ,1,2,0,0,3
2240,kalib starnes,0,3,0,0,3
2241,kalib starnes ,2,0,0,0,2
2242,kalindra faria,0,2,0,0,2
2243,kalindra faria ,0,1,0,0,1
2244,kamal shalorus,0,2,0,0,2
2245,kamal shalorus ,0,1,0,0,1
2246,kamaru usman,4,1,0,0,5
2247,kamaru usman ,11,1,0,0,12
2248,kamuela kirk,1,1,0,0,2
2249,kamuela kirk ,0,1,0,0,1
2250,kanako murata,1,1,0,0,2
2251,kanako murata ,0,1,0,0,1
2252,karine gevorgyan ,0,1,0,0,1
2253,karine silva,1,1,0,0,2
2254,karine silva ,3,0,0,0,3
2255,karl roberson,2,4,0,0,6
2256,karl roberson ,2,2,0,0,4
2257,karl williams,0,1,0,0,1
2258,karl williams ,3,0,0,0,3
2259,karlos vemola,2,3,0,0,5
2260,karlos vemola ,0,1,0,0,1
2261,karo parisyan,0,3,0,0,3
2262,karo parisyan ,8,1,0,1,10
2263,karol rosa,2,2,0,0,4
2264,karol rosa ,5,1,0,0,6
2265,karolina kowalkiewicz,3,3,0,0,6
2266,karolina kowalkiewicz ,6,6,0,0,12
2267,katlyn cerminara ,0,1,0,0,1
2268,katlyn chookagian,2,2,0,0,4
2269,katlyn chookagian ,9,3,0,0,12
2270,katsuhisa fujii,0,1,0,0,1
2271,katsuhisa fujii ,1,0,0,0,1
2272,katsunori kikuno,0,2,0,0,2
2273,katsunori kikuno ,2,1,0,0,3
2274,kaue fernandes,1,0,0,0,1
2275,kaue fernandes ,0,1,0,0,1
2276,kay hansen,0,1,0,0,1
2277,kay hansen ,1,2,0,0,3
2278,kayla harrison,2,0,0,0,2
2279,kaynan kruschewsky,0,2,0,0,2
2280,kazuhiro nakamura,0,2,0,0,2
2281,kazuki tokudome,1,1,0,0,2
2282,kazuki tokudome ,0,2,0,0,2
2283,kazula vargas,0,2,0,0,2
2284,kazula vargas ,1,1,0,0,2
2285,kazushi sakuraba ,1,0,0,1,2
2286,kb bhullar,0,2,0,0,2
2287,keigo kunihara,0,1,0,0,1
2288,keiichiro yamamiya,0,1,0,0,1
2289,keita nakamura,1,6,0,0,7
2290,keita nakamura ,3,1,0,0,4
2291,keith berish,0,0,0,1,1
2292,keith berish ,0,1,0,0,1
2293,keith hackney,0,2,0,0,2
2294,keith hackney ,2,0,0,0,2
2295,keith jardine,0,6,0,0,6
2296,keith jardine ,6,1,0,0,7
2297,keith mielke,0,1,0,0,1
2298,keith rockel,0,1,0,0,1
2299,keith rockel ,1,0,0,0,1
2300,keith wisniewski,0,2,0,0,2
2301,keith wisniewski ,0,2,0,0,2
