name,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,wins,losses,draws,nc,total_matches
cheick kongo,193.04,108.86,208.28,Orthodox,1975-05-17,11,6,1,0,18
raulian paiva,172.72,61.23,175.26,Orthodox,1995-10-17,3,4,0,0,7
brandon vera,190.5,104.33,198.12,Orthodox,1977-10-10,8,7,0,1,16
song yadong,172.72,61.23,170.18,Orthodox,1997-12-02,10,3,1,0,14
marco beltran,172.72,56.7,175.26,Orthodox,1986-05-18,3,3,0,0,6
sean strickland,185.42,83.91,193.04,Orthodox,1991-02-27,16,6,0,0,22
patrick cote,180.34,77.11,190.5,Orthodox,1980-02-29,10,11,0,0,21
austin arnett,182.88,65.77,182.88,Orthodox,1991-10-22,1,3,0,0,4
ricky turcios,175.26,61.23,180.34,Orthodox,1993-06-05,2,2,0,0,4
phil hawes,182.88,83.91,195.58,Orthodox,1989-01-08,4,4,0,0,8
jordan mein,182.88,77.11,185.42,Orthodox,1989-10-10,5,4,0,0,9
ryan laflare,185.42,77.11,187.96,Southpaw,1983-10-01,7,3,0,0,10
ronnie lawrence,172.72,61.23,172.72,Switch,1992-06-13,2,1,0,1,4
albert morales,175.26,61.23,182.88,Orthodox,1991-05-25,1,4,1,0,6
viviane pereira,154.94,52.16,160.02,Orthodox,1993-08-28,2,2,0,0,4
mateusz gamrot,177.8,70.31,177.8,Southpaw,1990-12-11,7,3,0,0,10
da woon jung,193.04,92.99,198.12,Orthodox,1993-12-07,0,4,0,0,4
jamall emmers,177.8,65.77,187.96,Orthodox,1989-07-24,3,4,0,0,7
alexander volkov,200.66,113.4,203.2,Orthodox,1988-10-24,12,5,0,0,17
igor pokrajac,182.88,92.99,187.96,Orthodox,1979-01-02,4,8,0,1,13
eryk anders,185.42,83.91,190.5,Southpaw,1987-04-21,9,8,0,1,18
sam stout,175.26,70.31,177.8,Orthodox,1984-04-23,9,11,0,0,20
george roop,185.42,61.23,182.88,Orthodox,1981-11-10,5,8,0,0,13
alex garcia,175.26,77.11,182.88,Orthodox,1987-07-14,5,5,0,0,10
matthew semelsberger,185.42,77.11,190.5,Switch,1992-11-23,5,6,0,0,11
aaron riley,172.72,70.31,175.26,Southpaw,1980-12-09,3,6,0,0,9
mizuto hirota,170.18,70.31,170.18,Orthodox,1981-05-05,1,5,1,0,7
tecia torres,154.94,52.16,152.4,Orthodox,1989-08-16,9,6,0,0,15
marcin tybura,190.5,112.94,198.12,Orthodox,1985-11-09,13,8,0,0,21
rustam khabilov,172.72,70.31,185.42,Orthodox,1986-11-04,10,3,0,0,13
duane ludwig,177.8,77.11,177.8,Orthodox,1978-08-04,4,5,0,0,9
frankie saenz,167.64,61.23,167.64,Orthodox,1980-08-12,5,5,0,0,10
daniel rodriguez,185.42,77.11,187.96,Southpaw,1986-12-31,8,4,0,0,12
lorenz larkin,180.34,77.11,182.88,Orthodox,1986-09-03,5,5,0,0,10
blagoy ivanov,180.34,113.4,185.42,Southpaw,1986-10-09,3,5,0,0,8
eddie wineland,170.18,61.23,175.26,Orthodox,1984-06-26,6,10,0,0,16
justine kish,165.1,56.7,162.56,Orthodox,1988-04-13,3,4,0,0,7
brian ebersole,182.88,77.11,185.42,Southpaw,1980-11-27,5,3,0,0,8
patrick cummins,187.96,92.99,193.04,Orthodox,1980-11-16,6,7,0,0,13
holly holm,172.72,61.23,175.26,Southpaw,1981-10-17,8,8,0,0,16
israel adesanya,193.04,83.91,203.2,Switch,1989-07-22,13,4,0,0,17
uriah hall,182.88,83.91,200.66,Orthodox,1984-07-31,10,9,0,0,19
kelvin gastelum,175.26,77.11,180.34,Southpaw,1991-10-24,13,9,0,1,23
maycee barber,165.1,56.7,165.1,Switch,1998-05-18,9,2,0,0,11
roxanne modafferi,170.18,56.7,175.26,Orthodox,1982-09-24,4,8,0,0,12
jimmie rivera,162.56,61.23,172.72,Orthodox,1989-06-29,7,4,0,0,11
yana santos,167.64,61.23,172.72,Orthodox,1989-11-11,1,2,0,0,3
dominick cruz,172.72,61.23,172.72,Orthodox,1985-03-09,7,3,0,0,10
jamie mullarkey,182.88,70.31,187.96,Orthodox,1994-08-17,5,6,0,0,11
lauren murphy,165.1,56.7,170.18,Orthodox,1983-07-27,8,6,0,0,14
jorge rivera,185.42,83.91,185.42,Orthodox,1972-02-28,8,7,0,0,15
jonathan martinez,172.72,61.23,177.8,Southpaw,1994-04-20,10,5,0,0,15
volkan oezdemir,187.96,92.99,190.5,Orthodox,1989-09-19,8,7,0,0,15
marc-andre barriault,185.42,83.91,187.96,Orthodox,1990-02-18,5,8,0,1,14
jared rosholt,187.96,120.2,190.5,Orthodox,1986-08-04,6,2,0,0,8
daniel omielanczuk,182.88,112.04,187.96,Southpaw,1982-08-31,4,5,0,0,9
thiago santos,187.96,92.99,193.04,Orthodox,1984-01-07,14,10,0,0,24
pannie kianzad,170.18,61.23,167.64,Orthodox,1991-12-08,5,6,0,0,11
calvin kattar,180.34,65.77,182.88,Orthodox,1988-03-26,7,6,0,0,13
shamil abdurakhimov,190.5,106.59,193.04,Orthodox,1981-09-02,5,6,0,0,11
josh emmett,167.64,65.77,177.8,Orthodox,1985-03-04,10,4,0,0,14
rafael cavalcante,185.42,92.99,187.96,Orthodox,1980-04-14,1,4,0,0,5
dustin ortiz,165.1,56.7,165.1,Orthodox,1988-12-25,8,6,0,0,14
drew dober,172.72,70.31,177.8,Southpaw,1988-10-19,13,10,0,1,24
alexander hernandez,175.26,65.77,182.88,Orthodox,1992-10-01,7,7,0,0,14
takeya mizugaki,170.18,61.23,175.26,Orthodox,1983-12-16,8,6,0,0,14
jose aldo,170.18,61.23,177.8,Orthodox,1986-09-09,14,8,0,0,22
darren stewart,182.88,92.99,187.96,Orthodox,1990-12-30,5,7,0,2,14
walt harris,195.58,113.4,195.58,Southpaw,1983-06-10,6,9,0,1,16
alexander yakovlev,190.5,70.31,187.96,Southpaw,1984-07-18,3,6,0,0,9
lina lansberg,170.18,61.23,165.1,Orthodox,1982-03-13,4,7,0,0,11
ji yeon kim,170.18,56.7,182.88,Orthodox,1989-10-18,3,7,0,0,10
andre ewell,172.72,65.77,190.5,Southpaw,1988-01-21,4,5,0,0,9
tarec saffiedine,177.8,77.11,177.8,Switch,1986-09-06,2,4,0,0,6
shawn jordan,182.88,117.93,190.5,Southpaw,1984-10-21,6,4,0,0,10
chris gutierrez,175.26,61.23,170.18,Orthodox,1991-04-22,9,3,1,0,13
devin clark,182.88,92.99,190.5,Orthodox,1990-04-12,8,9,0,0,17
yves jabouin,170.18,61.23,172.72,Orthodox,1979-05-30,5,5,0,0,10
brandon davis,177.8,61.23,182.88,Orthodox,1990-05-08,2,7,0,0,9
nicolas dalby,180.34,77.11,187.96,Orthodox,1984-11-16,7,4,1,1,13
petr yan,170.18,61.23,170.18,Switch,1993-02-11,10,4,0,0,14
bill algeo,182.88,65.77,185.42,Switch,1989-06-09,5,5,0,0,10
david loiseau,182.88,83.91,193.04,Orthodox,1979-12-17,4,5,0,0,9
edson barboza,180.34,65.77,190.5,Orthodox,1986-01-21,18,12,0,0,30
roy nelson,182.88,119.29,185.42,Orthodox,1976-06-20,9,10,0,0,19
conor mcgregor,175.26,70.31,187.96,Southpaw,1988-07-14,10,4,0,0,14
geoff neal,180.34,77.11,190.5,Southpaw,1990-08-28,7,4,0,0,11
khalil rountree jr.,185.42,92.99,193.04,Southpaw,1990-02-26,9,6,0,1,16
junior dos santos,193.04,107.95,195.58,Orthodox,1984-01-30,15,8,0,0,23
krzysztof jotko,185.42,83.91,195.58,Southpaw,1989-08-19,11,6,0,0,17
joanna jedrzejczyk,167.64,52.16,165.1,Orthodox,1987-08-18,10,5,0,0,15
quinton jackson,185.42,92.99,185.42,Orthodox,1978-06-20,8,5,0,0,13
sam alvey,187.96,83.91,190.5,Southpaw,1986-05-06,10,13,1,0,24
angela hill,160.02,52.16,162.56,Orthodox,1985-01-12,12,14,0,0,26
tim sylvia,203.2,120.2,203.2,Orthodox,1976-03-05,9,4,0,0,13
jennifer maia,162.56,56.7,162.56,Orthodox,1988-10-06,6,6,0,0,12
michael johnson,177.8,70.31,185.42,Southpaw,1986-06-04,15,15,0,0,30
kamaru usman,182.88,77.11,193.04,Switch,1987-05-11,15,2,0,0,17
vladimir matyushenko,182.88,92.99,187.96,Orthodox,1971-01-04,7,5,0,0,12
jamie pickett,187.96,83.91,203.2,Orthodox,1988-08-29,2,7,0,0,9
kristof midoux,185.42,99.79,,Orthodox,1974-07-30,0,1,0,0,1
john gunther,175.26,70.31,182.88,Orthodox,1985-11-24,1,1,0,0,2
geraldo de freitas,170.18,61.23,182.88,Orthodox,1991-09-30,1,2,0,0,3
felipe dos santos,170.18,56.7,177.8,Orthodox,2000-09-11,1,2,0,0,3
chris barnett,175.26,120.2,190.5,Orthodox,1986-06-14,2,2,0,0,4
adam yandiev,175.26,83.91,187.96,Orthodox,1988-08-07,0,1,0,0,1
joey gilbert,180.34,70.31,,Orthodox,1976-06-05,0,1,0,0,1
chad laprise,177.8,77.11,180.34,Orthodox,1986-07-23,6,4,0,0,10
ryan jimmo,185.42,92.99,185.42,Orthodox,1981-11-27,3,4,0,0,7
jean silva,170.18,65.77,175.26,Orthodox,1996-12-13,3,0,0,0,3
larry cureton,187.96,108.86,,Orthodox,,0,2,0,0,2
brad tavares,185.42,83.91,187.96,Orthodox,1987-12-21,15,10,0,0,25
nick fiore,177.8,70.31,182.88,Orthodox,1997-12-10,0,2,0,0,2
andy anderson,167.64,108.86,,,,0,1,0,0,1
satoshi honma,185.42,92.99,,Orthodox,1968-05-19,0,1,0,0,1
eduardo garagorri,175.26,65.77,177.8,Orthodox,1989-05-28,1,2,0,0,3
rolles gracie,193.04,109.77,,Orthodox,1978-07-14,0,1,0,0,1
ottman azaitar,172.72,70.31,180.34,Switch,1990-02-20,2,3,0,0,5
tyson nam,170.18,56.7,172.72,Orthodox,1983-10-06,3,5,0,0,8
hamdy abdelwahab,187.96,119.75,182.88,Southpaw,1993-01-22,1,0,0,0,1
gokhan saki,182.88,92.99,185.42,Orthodox,1983-10-19,1,1,0,0,2
enson inoue,177.8,95.25,,Orthodox,1967-04-15,1,0,0,0,1
antonio mckee,172.72,70.31,,Southpaw,1970-03-12,0,1,0,0,1
razak al-hassan,187.96,92.99,,Orthodox,1982-05-14,0,2,0,0,2
julian sanchez,190.5,136.08,,Orthodox,,0,1,0,0,1
brad katona,167.64,61.23,162.56,Orthodox,1991-12-19,4,4,0,0,8
houston dorr,185.42,95.25,,Orthodox,,0,1,0,0,1
alan omer,177.8,65.77,,Orthodox,1988-09-14,0,2,0,0,2
fernando padilla,185.42,65.77,193.04,Orthodox,1996-12-15,2,2,0,0,4
brandon jenkins,182.88,70.31,180.34,Switch,1991-09-30,0,2,0,0,2
muin gafurov,170.18,61.23,172.72,Southpaw,1996-05-17,1,1,0,0,2
eric martin,,,,,,0,1,0,0,1
shane campbell,182.88,70.31,180.34,Orthodox,1987-01-21,1,4,0,0,5
jeremy larsen,177.8,65.77,177.8,Orthodox,1984-05-18,0,3,0,0,3
cm punk,185.42,77.11,185.42,Orthodox,1978-10-26,0,1,0,1,2
denis tiuliulin,185.42,83.91,195.58,Orthodox,1988-05-17,1,5,0,0,6
daniel marcos,170.18,61.23,175.26,Orthodox,1993-03-07,4,0,0,1,5
austen lane,198.12,111.13,203.2,Orthodox,1987-11-09,1,2,0,1,4
carli judice,170.18,56.7,172.72,Southpaw,1999-03-02,0,1,0,0,1
kevin aguilar,170.18,70.31,185.42,Orthodox,1988-09-07,2,4,0,0,6
elise reed,160.02,52.16,160.02,Orthodox,1992-12-05,4,4,0,0,8
rashad evans,182.88,92.99,190.5,Orthodox,1979-09-25,14,8,1,0,23
mike de la torre,180.34,65.77,180.34,Orthodox,1986-09-22,2,4,0,1,7
alberto uda,190.5,83.91,,Orthodox,1984-08-08,0,2,0,0,2
joe giannetti,182.88,70.31,187.96,Southpaw,1995-07-05,0,1,0,0,1
tedd williams,185.42,124.74,,Orthodox,1969-12-19,1,1,0,0,2
cindy dandois,170.18,61.23,,Orthodox,1984-10-26,0,1,0,0,1
philipe lins,187.96,92.99,198.12,Orthodox,1985-08-17,4,2,0,0,6
yao zhikui,165.1,56.7,162.56,Orthodox,1991-02-07,1,3,0,0,4
larissa pacheco,170.18,61.23,,Orthodox,1994-09-07,0,2,0,0,2
anna elmose,160.02,52.16,,Orthodox,1984-10-06,0,2,0,0,2
johnny bedford,177.8,61.23,180.34,Orthodox,1983-01-06,2,3,0,1,6
josh hendricks,187.96,106.59,,Southpaw,1976-08-28,0,1,0,0,1
garrett armfield,167.64,61.23,177.8,Orthodox,1996-10-09,1,3,0,0,4
joey gomez,177.8,61.23,185.42,Orthodox,1986-07-21,0,2,0,0,2
manon fiorot,170.18,56.7,165.1,Orthodox,1990-02-17,7,0,0,0,7
tai bowden,180.34,104.33,,,,1,1,0,0,2
falaniko vitale,177.8,83.91,,Orthodox,1974-07-14,1,1,0,0,2
tom duquesnoy,170.18,61.23,172.72,Orthodox,1993-06-21,2,1,0,0,3
jim wallhead,177.8,77.11,,Orthodox,1984-03-14,0,2,0,0,2
alfonso alcarez,160.02,65.77,,,,0,0,1,0,1
james llontop,182.88,70.31,185.42,Orthodox,1999-08-02,0,3,0,0,3
scott fiedler,193.04,106.59,,Orthodox,,0,1,0,0,1
liliya shakirova,162.56,56.7,165.1,Orthodox,1991-10-24,0,1,0,0,1
kaue fernandes,175.26,70.31,185.42,Orthodox,1995-03-17,1,1,0,0,2
sheldon westcott,185.42,77.11,180.34,Southpaw,1984-08-20,1,2,0,0,3
darko stosic,182.88,92.99,193.04,Orthodox,1992-02-09,1,3,0,0,4
melissa martinez,157.48,52.16,167.64,Southpaw,1997-08-18,1,1,0,0,2
nandor guelmino,190.5,104.33,,,,0,1,0,0,1
andy ogle,172.72,65.77,175.26,Orthodox,1989-02-16,1,5,0,0,6
paul redmond,177.8,65.77,,Orthodox,1986-10-20,0,2,0,0,2
alex torres,177.8,65.77,,Orthodox,1988-05-29,0,1,0,0,1
ednaldo oliveira,195.58,92.99,,Orthodox,1984-02-19,0,2,0,0,2
rudyard moncayo,177.8,88.45,,Orthodox,,0,1,0,0,1
gerry harris,203.2,122.47,,Orthodox,,0,1,0,0,1
lodune sincaid,175.26,83.91,,Orthodox,1973-05-07,0,1,0,0,1
sarah kaufman,165.1,61.23,167.64,Orthodox,1985-09-20,1,2,0,1,4
gideon ray,177.8,83.91,,Southpaw,1973-05-27,0,3,0,0,3
kwan ho kwak,165.1,61.23,,Switch,1989-06-18,0,2,0,0,2
mark robinson,182.88,120.2,,Orthodox,,0,0,0,1,1
alessio sakara,182.88,83.91,182.88,Orthodox,1981-09-02,6,8,0,1,15
joe vedepo,182.88,83.91,,Orthodox,,0,2,0,0,2
john phillips,180.34,83.91,190.5,Southpaw,1985-06-09,1,5,0,0,6
remco pardoel,190.5,117.93,,Southpaw,,3,2,0,0,5
alexandre ferreira,170.18,92.99,,Orthodox,1979-04-25,0,1,0,0,1
vernon ramos ho,167.64,77.11,,Orthodox,1992-06-03,0,1,0,0,1
stanislav nedkov,180.34,92.99,180.34,Orthodox,1981-12-09,1,2,0,1,4
mike breeden,177.8,70.31,177.8,Orthodox,1989-04-21,0,3,0,0,3
melsik baghdasaryan,175.26,65.77,177.8,Southpaw,1992-01-28,3,1,0,0,4
wendell oliveira marques,177.8,77.11,,Orthodox,1983-06-01,0,2,0,0,2
artem lobov,175.26,65.77,165.1,Southpaw,1986-08-11,2,5,0,0,7
sai wang,182.88,77.11,,Southpaw,1986-01-14,1,1,0,0,2
alen amedovski,177.8,83.91,187.96,Orthodox,1988-04-06,0,4,0,0,4
koji kitao,200.66,158.76,,Southpaw,1963-10-12,0,1,0,0,1
dalcha lungiambula,172.72,83.91,193.04,Orthodox,1987-07-31,2,5,0,0,7
irwin rivera,167.64,61.23,170.18,Southpaw,1989-02-14,1,2,0,0,3
igor zinoviev,185.42,90.26,,Orthodox,,0,1,0,0,1
sam hughes,165.1,52.16,162.56,Orthodox,1992-06-28,4,5,0,0,9
pawel pawlak,182.88,77.11,185.42,Orthodox,1989-02-08,1,2,0,0,3
oumar sy,,92.99,,,,2,0,0,0,2
darrel gholar,172.72,88.0,,Orthodox,,0,1,0,0,1
joaquin buckley,177.8,77.11,193.04,Southpaw,1994-04-27,11,4,0,0,15
robert bryczek,,83.91,,,,0,1,0,0,1
bethe correia,165.1,61.23,162.56,Orthodox,1983-06-22,5,6,1,0,12
shannon ross,167.64,56.7,167.64,Switch,1989-05-12,0,3,0,0,3
orlando wiet,177.8,77.11,,Southpaw,,1,1,0,0,2
adrian yanez,170.18,61.23,177.8,Orthodox,1993-11-29,6,3,0,0,9
jamie yager,185.42,83.91,,Orthodox,1983-11-29,0,1,0,0,1
ben alloway,180.34,77.11,193.04,Orthodox,1981-02-19,1,2,0,0,3
trevor peek,175.26,70.31,177.8,Switch,1995-01-09,1,3,0,0,4
john dowdy,,,,,,0,1,0,0,1
jared hamman,190.5,83.91,190.5,Orthodox,1982-03-07,2,5,0,0,7
henry martinez,170.18,70.31,175.26,Southpaw,1983-08-07,1,2,0,0,3
jim mullen,185.42,97.52,,Southpaw,,0,1,0,0,1
cody pfister,177.8,70.31,185.42,Orthodox,1990-07-12,1,3,0,0,4
cale yarbrough,185.42,83.91,,Orthodox,1986-12-27,0,1,0,0,1
alex hunter,175.26,102.51,,Orthodox,,2,0,0,0,2
todd medina,177.8,87.54,,Southpaw,,1,1,0,0,2
danny martinez,167.64,56.7,170.18,Orthodox,1985-06-14,1,3,0,0,4
jorge patino,172.72,77.11,,Orthodox,1973-08-05,0,1,0,0,1
paul herrera,177.8,83.91,,Orthodox,,0,1,0,0,1
hector aldana,180.34,77.11,182.88,Orthodox,1988-08-17,0,3,0,0,3
caolan loughran,167.64,61.23,172.72,Orthodox,1996-05-18,1,2,0,0,3
harold howard,187.96,108.86,,Orthodox,,1,2,0,0,3
marcin prachnio,190.5,92.99,187.96,Orthodox,1988-07-14,4,6,0,0,10
mairbek taisumov,175.26,70.31,185.42,Orthodox,1988-08-08,7,2,0,0,9
chris daukaus,190.5,92.99,193.04,Orthodox,1989-09-25,4,4,0,0,8
kris mccray,182.88,77.11,193.04,Orthodox,1981-09-24,0,3,0,0,3
yoel romero,182.88,83.91,185.42,Southpaw,1977-04-30,9,4,0,0,13
jesse butler,177.8,65.77,185.42,Orthodox,1992-05-24,0,2,0,0,2
armen petrosyan,190.5,83.91,180.34,Orthodox,1990-11-02,3,2,0,0,5
david abbott,182.88,120.2,,Switch,,8,10,0,0,18
charlie campbell,182.88,70.31,182.88,Orthodox,1995-07-03,2,0,0,0,2
nazareno malegarie,172.72,70.31,,,,0,1,0,0,1
christian colombo,195.58,120.2,,Orthodox,1980-07-01,0,2,1,0,3
joey gomez,177.8,70.31,180.34,Orthodox,1989-08-29,0,2,0,0,2
brad kohler,175.26,99.79,,Orthodox,1964-05-26,1,1,0,0,2
rashad coulter,180.34,92.99,193.04,Orthodox,1981-11-27,1,3,0,0,4
antonio carvalho,175.26,65.77,177.8,Orthodox,1979-05-30,2,2,0,0,4
zubaira tukhugov,172.72,70.31,172.72,Orthodox,1991-01-15,5,3,1,0,9
manuel torres,177.8,70.31,185.42,Switch,1995-03-25,3,1,0,0,4
raphael pessoa,190.5,118.84,198.12,Orthodox,1989-03-09,1,2,0,0,3
jason novelli,182.88,70.31,,Orthodox,1979-06-08,0,2,0,0,2
magomed gadzhiyasulov,187.96,92.99,190.5,Orthodox,1993-11-04,1,0,0,0,1
lance gibson,175.26,83.91,,Orthodox,1970-11-20,1,1,0,0,2
chris cope,182.88,77.11,182.88,Orthodox,1983-03-05,1,2,0,0,3
martin svensson,185.42,70.31,,,,0,1,0,0,1
viacheslav borshchev,180.34,70.31,175.26,Orthodox,1992-01-08,3,3,1,0,7
takashi sato,177.8,77.11,185.42,Southpaw,1990-06-09,2,5,0,0,7
daichi abe,180.34,77.11,180.34,Orthodox,1991-11-27,1,2,0,0,3
charlie ontiveros,187.96,70.31,187.96,Switch,1991-07-04,0,3,0,0,3
rob yundt,185.42,83.91,,Orthodox,1980-05-05,0,2,0,0,2
andre gusmao,182.88,92.99,,Orthodox,1977-05-19,0,2,0,0,2
joshua van,165.1,56.7,165.1,Orthodox,2001-10-10,5,1,0,0,6
soa palelei,193.04,120.2,205.74,Orthodox,1977-07-12,4,3,0,0,7
john lober,180.34,90.26,,Orthodox,1968-02-26,0,1,0,0,1
li jingliang,182.88,77.11,180.34,Orthodox,1988-03-20,11,7,0,0,18
alptekin ozkilic,165.1,56.7,165.1,Orthodox,1986-03-27,1,3,0,0,4
jacqueline cavalcanti,172.72,61.23,177.8,Orthodox,1997-08-29,3,0,0,0,3
victor rodriguez,165.1,56.7,170.18,Switch,1992-09-05,0,2,0,0,2
orion cosce,180.34,77.11,180.34,Switch,1994-07-15,1,2,0,0,3
josh copeland,185.42,120.2,,Orthodox,1982-10-20,0,2,0,0,2
saparbeg safarov,185.42,83.91,198.12,Orthodox,1986-10-14,1,3,0,0,4
aleksei kunchenko,172.72,77.11,177.8,Orthodox,1984-05-02,2,2,0,0,4
dave berry,,,,,,0,1,0,0,1
neil wain,177.8,109.77,,Orthodox,,0,1,0,0,1
anistavio medeiros,167.64,65.77,,Orthodox,1988-05-01,0,1,0,0,1
azamat gashimov,167.64,56.7,,Orthodox,1990-04-07,0,2,0,0,2
mike van arsdale,187.96,92.99,,Switch,1965-06-20,2,2,0,0,4
teruto ishihara,170.18,61.23,175.26,Southpaw,1991-07-23,3,5,1,0,9
joey beltran,185.42,83.91,190.5,Orthodox,1981-12-08,3,6,0,1,10
shane carwin,187.96,120.2,203.2,Orthodox,1975-01-04,4,2,0,0,6
tj laramie,167.64,65.77,167.64,Orthodox,1997-10-15,0,2,0,0,2
kazuki tokudome,180.34,70.31,185.42,Southpaw,1987-03-04,1,3,0,0,4
justin wren,187.96,120.2,,Orthodox,1987-04-27,0,1,0,0,1
kyoji horiguchi,165.1,56.7,167.64,Orthodox,1990-10-12,7,1,0,0,8
jason fairn,185.42,104.33,,,,0,1,0,0,1
mason jones,177.8,70.31,187.96,Orthodox,1995-04-26,1,2,0,1,4
bojan mihajlovic,180.34,92.99,185.42,Orthodox,1980-03-30,0,3,0,0,3
christophe leninger,182.88,90.72,,Southpaw,,0,2,0,0,2
cory walmsley,182.88,92.99,,Orthodox,,0,1,0,0,1
felipe bunes,170.18,56.7,175.26,Orthodox,1989-10-29,0,1,0,0,1
steve steinbeiss,190.5,83.91,190.5,Orthodox,1981-05-05,0,2,0,0,2
james bochnovic,193.04,92.99,205.74,Orthodox,1989-02-13,0,2,0,0,2
carlos barreto,193.04,104.33,,Orthodox,,0,1,0,0,1
joe veres,170.18,70.31,,Orthodox,1977-11-09,0,2,0,0,2
paul daley,175.26,77.11,193.04,Orthodox,1983-02-21,2,1,0,0,3
curtis blaydes,193.04,120.2,203.2,Orthodox,1991-02-18,13,5,0,1,19
terry martin,172.72,83.91,180.34,Orthodox,1980-10-10,2,4,0,0,6
tyler diamond,170.18,65.77,175.26,Orthodox,1991-03-18,0,1,0,0,1
martin sano,180.34,77.11,190.5,Orthodox,1991-05-30,0,1,0,0,1
martin bravo,172.72,65.77,180.34,Southpaw,1993-09-21,1,3,0,0,4
dominique steele,177.8,77.11,187.96,Orthodox,1988-01-27,1,4,0,0,5
jared vanderaa,193.04,120.2,203.2,Orthodox,1992-05-12,1,6,0,0,7
suman mokhtarian,172.72,65.77,182.88,Orthodox,1992-06-13,0,2,0,0,2
noe hernandez,,,,Orthodox,,0,1,0,0,1
mark hall,182.88,86.18,,Orthodox,,4,3,0,0,7
david levicki,195.58,124.74,,,,0,1,0,0,1
tommy hayden,175.26,65.77,,Southpaw,1986-03-11,0,2,0,0,2
tom egan,180.34,77.11,,Orthodox,,0,1,0,0,1
curtis millender,187.96,77.11,193.04,Orthodox,1987-12-01,3,2,0,0,5
gil castillo,175.26,77.11,,Southpaw,1965-10-21,1,2,0,0,3
josefine knutsson,160.02,52.16,152.4,Orthodox,1996-01-16,2,1,0,0,3
marcelo aguiar,177.8,77.11,,Orthodox,,0,1,0,0,1
justin lawrence,172.72,65.77,170.18,Orthodox,1990-05-15,1,2,0,0,3
jon olav einemo,198.12,114.76,,Orthodox,1975-12-10,0,2,0,0,2
brian johnston,190.5,104.33,,Orthodox,,2,4,0,0,6
albert tumenov,180.34,77.11,185.42,Orthodox,1991-12-26,5,3,0,0,8
dave strasser,177.8,77.11,,Orthodox,1969-07-13,1,1,0,0,2
rocky lee,175.26,65.77,,Orthodox,1987-04-08,0,1,0,0,1
jonathan meunier,190.5,77.11,,Switch,1987-08-04,1,1,0,0,2
bassil hafez,180.34,77.11,182.88,Orthodox,1992-01-31,1,2,0,0,3
nora cornolle,170.18,61.23,170.18,Orthodox,1989-12-06,2,1,0,0,3
piera rodriguez,160.02,52.16,160.02,Orthodox,1992-11-11,3,2,0,0,5
danny abbadi,180.34,70.31,,Orthodox,1983-07-03,0,2,0,0,2
serhiy sidey,180.34,61.23,182.88,Switch,1996-07-04,1,1,0,0,2
james giboo,180.34,77.11,,Orthodox,1978-01-06,0,1,0,0,1
muhammad naimov,175.26,65.77,177.8,Orthodox,1994-08-07,2,1,0,0,3
fares ziam,185.42,70.31,190.5,Orthodox,1997-03-21,6,2,0,0,8
kyle bochniak,170.18,65.77,177.8,Orthodox,1987-02-05,2,5,0,0,7
danny silva,180.34,65.77,177.8,Switch,1997-01-30,1,0,0,0,1
aj cunningham,177.8,65.77,180.34,Orthodox,1994-09-07,0,1,0,0,1
gan mcgee,208.28,120.2,,Orthodox,1976-11-20,2,2,0,0,4
braxton smith,180.34,116.57,182.88,Orthodox,1990-01-01,0,1,0,0,1
isaac dulgarian,170.18,65.77,180.34,Orthodox,1996-07-04,2,1,0,0,3
jorge lopez,177.8,77.11,,Orthodox,1988-11-21,0,2,0,0,2
cal worsham,180.34,104.33,,Orthodox,,1,2,0,0,3
nikolas motta,175.26,70.31,177.8,Orthodox,1993-02-08,3,2,0,1,6
mike rodriguez,193.04,92.99,208.28,Southpaw,1988-11-28,2,5,0,1,8
troy mandaloniz,175.26,77.11,,Orthodox,1980-02-01,1,1,0,0,2
corey hill,193.04,70.31,203.2,Orthodox,1978-10-03,1,2,0,0,3
robert whittaker,182.88,83.91,185.42,Orthodox,1990-12-20,17,5,0,0,22
rolando bedoya,180.34,77.11,187.96,Orthodox,1997-01-13,0,2,0,0,2
chase sherman,193.04,113.4,198.12,Orthodox,1989-11-16,4,11,0,0,15
guy mezger,185.42,90.72,,Orthodox,1968-01-01,4,1,0,0,5
gian villante,190.5,104.33,193.04,Orthodox,1985-08-18,7,11,0,0,18
chris dempsey,177.8,83.91,182.88,Orthodox,1987-09-08,1,3,0,0,4
bob gilstrap,190.5,90.72,,Orthodox,,0,1,0,0,1
ion cutelaba,185.42,92.99,190.5,Southpaw,1993-12-14,7,9,1,0,17
houston alexander,182.88,92.99,182.88,Orthodox,1972-03-22,2,4,0,0,6
ibo aslan,190.5,92.99,195.58,Orthodox,1996-04-23,1,0,0,0,1
jean matsumoto,167.64,61.23,172.72,Orthodox,1999-09-09,2,0,0,0,2
brian houston,187.96,83.91,,Orthodox,1981-04-26,0,2,0,0,2
paul georgieff,187.96,77.11,,Orthodox,1982-09-22,0,1,0,0,1
mark schultz,175.26,90.72,,Orthodox,,1,0,0,0,1
gasan umalatov,180.34,77.11,180.34,Orthodox,1982-09-11,1,3,0,0,4
albert cheng,180.34,77.11,,Orthodox,1985-02-07,0,1,0,0,1
marc diakiese,177.8,70.31,185.42,Orthodox,1993-03-16,8,7,0,0,15
khalid murtazaliev,182.88,83.91,193.04,Orthodox,1993-07-15,1,0,0,0,1
