EVENT,BOUT,OUTCOME,ROUND,TIME,TIME FORMAT,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result,method_label,weightclass_numeric,DATE,LOCATION,total_time_seconds
ufc fight night: cowboy vs cowboy,derek brunson vs. roan carneiro,W/L,1,158,3 Rnd (5-5-5),derek brunson,roan carneiro,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2016-02-21,"pittsburgh, pennsylvania, usa",158
ufc fight night: cowboy vs cowboy,augusto mendes vs. cody garbrandt,W/L,1,258,3 Rnd (5-5-5),cody garbrandt,augusto mendes,3.0,5,0.0,0,0,0,catch weight,1,0,0,9,2016-02-21,"pittsburgh, pennsylvania, usa",258
ufc fight night: cowboy vs cowboy,dennis bermudez vs. tatsuya kawajiri,W/L,3,300,3 Rnd (5-5-5),dennis bermudez,tatsuya kawajiri,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2016-02-21,"pittsburgh, pennsylvania, usa",900
ufc fight night: cowboy vs cowboy,chris camozzi vs. joe riggs,W/L,1,26,3 Rnd (5-5-5),chris camozzi,joe riggs,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2016-02-21,"pittsburgh, pennsylvania, usa",26
ufc fight night: cowboy vs cowboy,james krause vs. shane campbell,W/L,3,300,3 Rnd (5-5-5),james krause,shane campbell,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2016-02-21,"pittsburgh, pennsylvania, usa",900
ufc fight night: cowboy vs cowboy,alex garcia vs. sean strickland,L/W,3,265,3 Rnd (5-5-5),alex garcia,sean strickland,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2016-02-21,"pittsburgh, pennsylvania, usa",865
ufc fight night: cowboy vs cowboy,daniel sarafian vs. oluwale bamgbose,L/W,1,60,3 Rnd (5-5-5),daniel sarafian,oluwale bamgbose,3.0,5,0.0,0,0,0,middleweight,0,1,0,6,2016-02-21,"pittsburgh, pennsylvania, usa",60
ufc fight night: cowboy vs cowboy,anthony smith vs. leonardo guimaraes,W/L,3,300,3 Rnd (5-5-5),anthony smith,leonardo guimaraes,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2016-02-21,"pittsburgh, pennsylvania, usa",900
ufc fight night: cowboy vs cowboy,jonavin webb vs. nathan coy,L/W,3,300,3 Rnd (5-5-5),jonavin webb,nathan coy,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2016-02-21,"pittsburgh, pennsylvania, usa",900
ufc fight night: cowboy vs cowboy,ashlee evans-smith vs. marion reneau,L/W,3,300,3 Rnd (5-5-5),marion reneau,ashlee evans-smith,3.0,5,0.0,0,1,0,bantamweight,0,1,2,2,2016-02-21,"pittsburgh, pennsylvania, usa",900
ufc fight night: cowboy vs cowboy,kelly faszholz vs. lauren murphy,W/L,3,295,3 Rnd (5-5-5),lauren murphy,kelly faszholz,3.0,5,0.0,0,1,0,bantamweight,1,0,0,2,2016-02-21,"pittsburgh, pennsylvania, usa",895
ufc fight night: cowboy vs cowboy,anthony hamilton vs. shamil abdurakhimov,L/W,3,300,3 Rnd (5-5-5),anthony hamilton,shamil abdurakhimov,3.0,5,0.0,0,0,0,heavyweight,0,1,2,8,2016-02-21,"pittsburgh, pennsylvania, usa",900
ufc fight night: hendricks vs thompson,johny hendricks vs. stephen thompson,L/W,1,211,5 Rnd (5-5-5-5-5),johny hendricks,stephen thompson,5.0,5,0.0,0,0,0,welterweight,0,1,0,5,2016-02-06,"las vegas, nevada, usa",211
ufc fight night: hendricks vs thompson,jared rosholt vs. roy nelson,W/L,3,300,3 Rnd (5-5-5),roy nelson,jared rosholt,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2016-02-06,"las vegas, nevada, usa",900
ufc fight night: hendricks vs thompson,ovince saint preux vs. rafael cavalcante,W/L,3,300,3 Rnd (5-5-5),ovince saint preux,rafael cavalcante,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2016-02-06,"las vegas, nevada, usa",900
ufc fight night: hendricks vs thompson,joseph benavidez vs. zach makovsky,W/L,3,300,3 Rnd (5-5-5),joseph benavidez,zach makovsky,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2016-02-06,"las vegas, nevada, usa",900
ufc fight night: hendricks vs thompson,alex nicholson vs. misha cirkunov,W/L,2,88,3 Rnd (5-5-5),misha cirkunov,alex nicholson,3.0,5,0.0,0,0,0,light heavyweight,1,0,1,7,2016-02-06,"las vegas, nevada, usa",388
ufc fight night: hendricks vs thompson,mike pyle vs. sean spencer,W/L,3,265,3 Rnd (5-5-5),mike pyle,sean spencer,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2016-02-06,"las vegas, nevada, usa",865
ufc fight night: hendricks vs thompson,joshua burkman vs. kj noons,W/L,3,300,3 Rnd (5-5-5),joshua burkman,kj noons,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2016-02-06,"las vegas, nevada, usa",900
ufc fight night: hendricks vs thompson,damian grabowski vs. derrick lewis,W/L,1,137,3 Rnd (5-5-5),derrick lewis,damian grabowski,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2016-02-06,"las vegas, nevada, usa",137
ufc fight night: hendricks vs thompson,justin scoggins vs. ray borg,L/W,3,300,3 Rnd (5-5-5),ray borg,justin scoggins,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2016-02-06,"las vegas, nevada, usa",900
ufc fight night: hendricks vs thompson,diego rivas vs. noad lahat,L/W,2,23,3 Rnd (5-5-5),noad lahat,diego rivas,3.0,5,0.0,0,0,0,featherweight,0,1,0,3,2016-02-06,"las vegas, nevada, usa",323
ufc fight night: hendricks vs thompson,mickey gall vs. mike jackson,W/L,1,45,3 Rnd (5-5-5),mickey gall,mike jackson,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2016-02-06,"las vegas, nevada, usa",45
ufc fight night: hendricks vs thompson,alex white vs. artem lobov,L/W,3,300,3 Rnd (5-5-5),artem lobov,alex white,3.0,5,0.0,0,0,0,featherweight,0,1,2,3,2016-02-06,"las vegas, nevada, usa",900
ufc on fox: johnson vs. bader,anthony johnson vs. ryan bader,W/L,1,86,5 Rnd (5-5-5-5-5),anthony johnson,ryan bader,5.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2016-01-30,"newark, new jersey, usa",86
ufc on fox: johnson vs. bader,ben rothwell vs. josh barnett,L/W,2,228,3 Rnd (5-5-5),josh barnett,ben rothwell,3.0,5,0.0,0,0,0,heavyweight,0,1,1,8,2016-01-30,"newark, new jersey, usa",528
ufc on fox: johnson vs. bader,iuri alcantara vs. jimmie rivera,L/W,3,300,3 Rnd (5-5-5),iuri alcantara,jimmie rivera,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2016-01-30,"newark, new jersey, usa",900
ufc on fox: johnson vs. bader,bryan barberena vs. sage northcutt,L/W,2,186,3 Rnd (5-5-5),sage northcutt,bryan barberena,3.0,5,0.0,0,0,0,welterweight,0,1,1,5,2016-01-30,"newark, new jersey, usa",486
ufc on fox: johnson vs. bader,jake ellenberger vs. tarec saffiedine,W/L,3,300,3 Rnd (5-5-5),tarec saffiedine,jake ellenberger,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2016-01-30,"newark, new jersey, usa",900
ufc on fox: johnson vs. bader,diego ferreira vs. olivier aubin-mercier,L/W,3,300,3 Rnd (5-5-5),olivier aubin-mercier,diego ferreira,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2016-01-30,"newark, new jersey, usa",900
ufc on fox: johnson vs. bader,kevin casey vs. rafael natal,W/L,3,217,3 Rnd (5-5-5),rafael natal,kevin casey,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2016-01-30,"newark, new jersey, usa",817
ufc on fox: johnson vs. bader,dustin ortiz vs. wilson reis,L/W,3,300,3 Rnd (5-5-5),dustin ortiz,wilson reis,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2016-01-30,"newark, new jersey, usa",900
ufc on fox: johnson vs. bader,alexander yakovlev vs. george sullivan,L/W,1,239,3 Rnd (5-5-5),george sullivan,alexander yakovlev,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2016-01-30,"newark, new jersey, usa",239
ufc on fox: johnson vs. bader,alex caceres vs. masio fullen,W/L,3,300,3 Rnd (5-5-5),alex caceres,masio fullen,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2016-01-30,"newark, new jersey, usa",900
ufc on fox: johnson vs. bader,matt dwyer vs. randy brown,L/W,3,300,3 Rnd (5-5-5),matt dwyer,randy brown,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2016-01-30,"newark, new jersey, usa",900
ufc on fox: johnson vs. bader,damon jackson vs. levan makashvili,D/D,3,300,3 Rnd (5-5-5),damon jackson,levan makashvili,3.0,5,0.0,0,0,0,featherweight,4,4,2,3,2016-01-30,"newark, new jersey, usa",900
ufc on fox: johnson vs. bader,anthony rocco martin vs. felipe olivieri,W/L,3,182,3 Rnd (5-5-5),anthony rocco martin,felipe olivieri,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2016-01-30,"newark, new jersey, usa",782
ufc fight night: dillashaw vs cruz,dominick cruz vs. tj dillashaw,L/W,5,300,5 Rnd (5-5-5-5-5),tj dillashaw,dominick cruz,5.0,5,0.0,0,0,1,bantamweight,0,1,2,2,2016-01-17,"boston, massachusetts, usa",1500
ufc fight night: dillashaw vs cruz,anthony pettis vs. eddie alvarez,L/W,3,300,3 Rnd (5-5-5),anthony pettis,eddie alvarez,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2016-01-17,"boston, massachusetts, usa",900
ufc fight night: dillashaw vs cruz,matt mitrione vs. travis browne,W/L,3,249,3 Rnd (5-5-5),travis browne,matt mitrione,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2016-01-17,"boston, massachusetts, usa",849
ufc fight night: dillashaw vs cruz,francisco trinaldo vs. ross pearson,L/W,3,300,3 Rnd (5-5-5),ross pearson,francisco trinaldo,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2016-01-17,"boston, massachusetts, usa",900
ufc fight night: dillashaw vs cruz,ben saunders vs. patrick cote,W/L,2,74,3 Rnd (5-5-5),patrick cote,ben saunders,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2016-01-17,"boston, massachusetts, usa",374
ufc fight night: dillashaw vs cruz,ed herman vs. tim boetsch,L/W,2,99,3 Rnd (5-5-5),tim boetsch,ed herman,3.0,5,0.0,0,0,0,light heavyweight,0,1,0,7,2016-01-17,"boston, massachusetts, usa",399
ufc fight night: dillashaw vs cruz,chris wade vs. mehdi baghdad,W/L,1,270,3 Rnd (5-5-5),chris wade,mehdi baghdad,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2016-01-17,"boston, massachusetts, usa",270
ufc fight night: dillashaw vs cruz,luke sanders vs. maximo blanco,L/W,1,218,3 Rnd (5-5-5),maximo blanco,luke sanders,3.0,5,0.0,0,0,0,featherweight,0,1,1,3,2016-01-17,"boston, massachusetts, usa",218
ufc fight night: dillashaw vs cruz,daron cruickshank vs. paul felder,W/L,3,236,3 Rnd (5-5-5),paul felder,daron cruickshank,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2016-01-17,"boston, massachusetts, usa",836
ufc fight night: dillashaw vs cruz,ilir latifi vs. sean o'connell,W/L,1,30,3 Rnd (5-5-5),ilir latifi,sean o'connell,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2016-01-17,"boston, massachusetts, usa",30
ufc fight night: dillashaw vs cruz,charles rosa vs. kyle bochniak,W/L,3,300,3 Rnd (5-5-5),charles rosa,kyle bochniak,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2016-01-17,"boston, massachusetts, usa",900
ufc fight night: dillashaw vs cruz,joey gomez vs. rob font,W/L,2,253,3 Rnd (5-5-5),rob font,joey gomez,3.0,5,0.0,0,0,0,bantamweight,1,0,0,2,2016-01-17,"boston, massachusetts, usa",553
ufc fight night: dillashaw vs cruz,elvis mutapcic vs. francimar barroso,W/L,3,300,3 Rnd (5-5-5),francimar barroso,elvis mutapcic,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2016-01-17,"boston, massachusetts, usa",900
ufc 195: lawler vs condit,carlos condit vs. robbie lawler,W/L,5,300,5 Rnd (5-5-5-5-5),robbie lawler,carlos condit,5.0,5,0.0,0,0,1,welterweight,1,0,2,5,2016-01-02,"las vegas, nevada, usa",1500
ufc 195: lawler vs condit,andrei arlovski vs. stipe miocic,W/L,1,54,3 Rnd (5-5-5),stipe miocic,andrei arlovski,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2016-01-02,"las vegas, nevada, usa",54
ufc 195: lawler vs condit,albert tumenov vs. lorenz larkin,L/W,3,300,3 Rnd (5-5-5),lorenz larkin,albert tumenov,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2016-01-02,"las vegas, nevada, usa",900
ufc 195: lawler vs condit,brian ortega vs. diego brandao,L/W,3,97,3 Rnd (5-5-5),diego brandao,brian ortega,3.0,5,0.0,0,0,0,featherweight,0,1,1,3,2016-01-02,"las vegas, nevada, usa",697
ufc 195: lawler vs condit,abel trujillo vs. tony sims,W/L,1,198,3 Rnd (5-5-5),abel trujillo,tony sims,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2016-01-02,"las vegas, nevada, usa",198
ufc 195: lawler vs condit,masanori kanehara vs. michael mcdonald,W/L,2,129,3 Rnd (5-5-5),michael mcdonald,masanori kanehara,3.0,5,0.0,0,0,0,bantamweight,1,0,1,2,2016-01-02,"las vegas, nevada, usa",429
ufc 195: lawler vs condit,alex morono vs. kyle noke,L/W,3,300,3 Rnd (5-5-5),kyle noke,alex morono,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2016-01-02,"las vegas, nevada, usa",900
ufc 195: lawler vs condit,justine kish vs. nina nunes,W/L,3,300,3 Rnd (5-5-5),justine kish,nina nunes,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2016-01-02,"las vegas, nevada, usa",900
ufc 195: lawler vs condit,drew dober vs. scott holtzman,L/W,3,300,3 Rnd (5-5-5),scott holtzman,drew dober,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2016-01-02,"las vegas, nevada, usa",900
ufc 195: lawler vs condit,dustin poirier vs. joe duffy,W/L,3,300,3 Rnd (5-5-5),dustin poirier,joe duffy,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2016-01-02,"las vegas, nevada, usa",900
ufc 195: lawler vs condit,joe soto vs. michinori tanaka,L/W,3,300,3 Rnd (5-5-5),joe soto,michinori tanaka,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2016-01-02,"las vegas, nevada, usa",900
ufc 195: lawler vs condit,edgar garcia vs. sheldon westcott,W/L,1,192,3 Rnd (5-5-5),sheldon westcott,edgar garcia,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2016-01-02,"las vegas, nevada, usa",192
ufc on fox: dos anjos vs. cowboy 2,donald cerrone vs. rafael dos anjos,W/L,1,66,5 Rnd (5-5-5-5-5),rafael dos anjos,donald cerrone,5.0,5,0.0,0,0,1,lightweight,1,0,0,4,2015-12-19,"orlando, florida, usa",66
ufc on fox: dos anjos vs. cowboy 2,alistair overeem vs. junior dos santos,L/W,2,283,3 Rnd (5-5-5),junior dos santos,alistair overeem,3.0,5,0.0,0,0,0,heavyweight,0,1,0,8,2015-12-19,"orlando, florida, usa",583
ufc on fox: dos anjos vs. cowboy 2,michael johnson vs. nate diaz,L/W,3,300,3 Rnd (5-5-5),michael johnson,nate diaz,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2015-12-19,"orlando, florida, usa",900
ufc on fox: dos anjos vs. cowboy 2,karolina kowalkiewicz vs. randa markos,L/W,3,300,3 Rnd (5-5-5),randa markos,karolina kowalkiewicz,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2015-12-19,"orlando, florida, usa",900
ufc on fox: dos anjos vs. cowboy 2,charles oliveira vs. myles jury,W/L,1,185,3 Rnd (5-5-5),charles oliveira,myles jury,3.0,5,0.0,0,0,0,featherweight,1,0,1,3,2015-12-19,"orlando, florida, usa",185
ufc on fox: dos anjos vs. cowboy 2,cb dollaway vs. nate marquardt,L/W,2,28,3 Rnd (5-5-5),cb dollaway,nate marquardt,3.0,5,0.0,0,0,0,middleweight,0,1,0,6,2015-12-19,"orlando, florida, usa",328
ufc on fox: dos anjos vs. cowboy 2,sarah kaufman vs. valentina shevchenko,L/W,3,300,3 Rnd (5-5-5),sarah kaufman,valentina shevchenko,3.0,5,0.0,0,1,0,bantamweight,0,1,2,2,2015-12-19,"orlando, florida, usa",900
ufc on fox: dos anjos vs. cowboy 2,josh samman vs. tamdan mccrory,L/W,3,250,3 Rnd (5-5-5),josh samman,tamdan mccrory,3.0,5,0.0,0,0,0,middleweight,0,1,1,6,2015-12-19,"orlando, florida, usa",850
ufc on fox: dos anjos vs. cowboy 2,danny castillo vs. nik lentz,W/L,3,300,3 Rnd (5-5-5),nik lentz,danny castillo,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2015-12-19,"orlando, florida, usa",900
ufc on fox: dos anjos vs. cowboy 2,cole miller vs. jim alers,NC/NC,2,94,3 Rnd (5-5-5),cole miller,jim alers,3.0,5,0.0,0,0,0,featherweight,3,3,0,3,2015-12-19,"orlando, florida, usa",394
ufc on fox: dos anjos vs. cowboy 2,kamaru usman vs. leon edwards,W/L,3,300,3 Rnd (5-5-5),kamaru usman,leon edwards,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2015-12-19,"orlando, florida, usa",900
ufc on fox: dos anjos vs. cowboy 2,hayder hassan vs. vicente luque,L/W,1,133,3 Rnd (5-5-5),hayder hassan,vicente luque,3.0,5,0.0,0,0,0,welterweight,0,1,1,5,2015-12-19,"orlando, florida, usa",133
ufc on fox: dos anjos vs. cowboy 2,francis ngannou vs. luis henrique,W/L,2,173,3 Rnd (5-5-5),francis ngannou,luis henrique,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2015-12-19,"orlando, florida, usa",473
ufc 194: aldo vs mcgregor,conor mcgregor vs. jose aldo,L/W,1,13,5 Rnd (5-5-5-5-5),jose aldo,conor mcgregor,5.0,5,0.0,0,0,1,featherweight,0,1,0,3,2015-12-12,"las vegas, nevada, usa",13
ufc 194: aldo vs mcgregor,chris weidman vs. luke rockhold,L/W,4,192,5 Rnd (5-5-5-5-5),chris weidman,luke rockhold,5.0,5,0.0,0,0,1,middleweight,0,1,0,6,2015-12-12,"las vegas, nevada, usa",1092
ufc 194: aldo vs mcgregor,jacare souza vs. yoel romero,L/W,3,300,3 Rnd (5-5-5),jacare souza,yoel romero,3.0,5,0.0,0,0,0,middleweight,0,1,2,6,2015-12-12,"las vegas, nevada, usa",900
ufc 194: aldo vs mcgregor,demian maia vs. gunnar nelson,W/L,3,300,3 Rnd (5-5-5),demian maia,gunnar nelson,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2015-12-12,"las vegas, nevada, usa",900
ufc 194: aldo vs mcgregor,jeremy stephens vs. max holloway,W/L,3,300,3 Rnd (5-5-5),max holloway,jeremy stephens,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2015-12-12,"las vegas, nevada, usa",900
ufc 194: aldo vs mcgregor,frankie saenz vs. urijah faber,W/L,3,300,3 Rnd (5-5-5),urijah faber,frankie saenz,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2015-12-12,"las vegas, nevada, usa",900
ufc 194: aldo vs mcgregor,jocelyn jones-lybarger vs. tecia torres,W/L,3,300,3 Rnd (5-5-5),tecia torres,jocelyn jones-lybarger,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2015-12-12,"las vegas, nevada, usa",900
ufc 194: aldo vs mcgregor,colby covington vs. warlley alves,W/L,1,86,3 Rnd (5-5-5),warlley alves,colby covington,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2015-12-12,"las vegas, nevada, usa",86
ufc 194: aldo vs mcgregor,kevin lee vs. leonardo santos,W/L,1,206,3 Rnd (5-5-5),leonardo santos,kevin lee,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2015-12-12,"las vegas, nevada, usa",206
ufc 194: aldo vs mcgregor,joe proctor vs. magomed mustafaev,L/W,1,114,3 Rnd (5-5-5),joe proctor,magomed mustafaev,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2015-12-12,"las vegas, nevada, usa",114
ufc 194: aldo vs mcgregor,john makdessi vs. yancy medeiros,L/W,3,300,3 Rnd (5-5-5),john makdessi,yancy medeiros,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2015-12-12,"las vegas, nevada, usa",900
ufc 194: aldo vs mcgregor,court mcgee vs. marcio alexandre junior,W/L,3,300,3 Rnd (5-5-5),court mcgee,marcio alexandre junior,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2015-12-12,"las vegas, nevada, usa",900
the ultimate fighter: team mcgregor vs. team faber finale,chad mendes vs. frankie edgar,W/L,1,148,5 Rnd (5-5-5-5-5),frankie edgar,chad mendes,5.0,5,0.0,0,0,0,featherweight,1,0,0,3,2015-12-11,"las vegas, nevada, usa",148
the ultimate fighter: team mcgregor vs. team faber finale,artem lobov vs. ryan hall,L/W,3,300,3 Rnd + OT (5-5-5-5),artem lobov,ryan hall,3.0,5,,5,0,1,lightweight,0,1,2,4,2015-12-11,"las vegas, nevada, usa",900
the ultimate fighter: team mcgregor vs. team faber finale,edson barboza vs. tony ferguson,L/W,2,174,3 Rnd (5-5-5),edson barboza,tony ferguson,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2015-12-11,"las vegas, nevada, usa",474
the ultimate fighter: team mcgregor vs. team faber finale,evan dunham vs. joe lauzon,L/W,3,300,3 Rnd (5-5-5),joe lauzon,evan dunham,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2015-12-11,"las vegas, nevada, usa",900
the ultimate fighter: team mcgregor vs. team faber finale,jason knight vs. tatsuya kawajiri,W/L,3,300,3 Rnd (5-5-5),tatsuya kawajiri,jason knight,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2015-12-11,"las vegas, nevada, usa",900
the ultimate fighter: team mcgregor vs. team faber finale,julian erosa vs. marcin wrzosek,W/L,3,300,3 Rnd (5-5-5),julian erosa,marcin wrzosek,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2015-12-11,"las vegas, nevada, usa",900
the ultimate fighter: team mcgregor vs. team faber finale,gabriel gonzaga vs. konstantin erokhin,W/L,3,300,3 Rnd (5-5-5),gabriel gonzaga,konstantin erokhin,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2015-12-11,"las vegas, nevada, usa",900
the ultimate fighter: team mcgregor vs. team faber finale,mike pierce vs. ryan laflare,W/L,3,300,3 Rnd (5-5-5),ryan laflare,mike pierce,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2015-12-11,"las vegas, nevada, usa",900
the ultimate fighter: team mcgregor vs. team faber finale,geane herrera vs. joby sanchez,L/W,2,268,3 Rnd (5-5-5),joby sanchez,geane herrera,3.0,5,0.0,0,0,0,flyweight,0,1,0,1,2015-12-11,"las vegas, nevada, usa",568
the ultimate fighter: team mcgregor vs. team faber finale,abner lloveras vs. chris gruetzemacher,W/L,3,300,3 Rnd (5-5-5),chris gruetzemacher,abner lloveras,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2015-12-11,"las vegas, nevada, usa",900
ufc fight night: namajunas vs. vanzant,paige vanzant vs. rose namajunas,W/L,5,145,5 Rnd (5-5-5-5-5),rose namajunas,paige vanzant,5.0,5,0.0,0,1,0,strawweight,1,0,1,0,2015-12-10,"las vegas, nevada, usa",1345
ufc fight night: namajunas vs. vanzant,jim miller vs. michael chiesa,L/W,2,177,3 Rnd (5-5-5),jim miller,michael chiesa,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2015-12-10,"las vegas, nevada, usa",477
ufc fight night: namajunas vs. vanzant,cody pfister vs. sage northcutt,W/L,2,41,3 Rnd (5-5-5),sage northcutt,cody pfister,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2015-12-10,"las vegas, nevada, usa",341
ufc fight night: namajunas vs. vanzant,elias theodorou vs. thiago santos,L/W,3,300,3 Rnd (5-5-5),elias theodorou,thiago santos,3.0,5,0.0,0,0,0,middleweight,0,1,2,6,2015-12-10,"las vegas, nevada, usa",900
ufc fight night: namajunas vs. vanzant,john howard vs. tim means,W/L,2,21,3 Rnd (5-5-5),tim means,john howard,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2015-12-10,"las vegas, nevada, usa",321
ufc fight night: namajunas vs. vanzant,omari akhmedov vs. sergio moraes,L/W,3,138,3 Rnd (5-5-5),omari akhmedov,sergio moraes,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2015-12-10,"las vegas, nevada, usa",738
ufc fight night: namajunas vs. vanzant,antonio carlos junior vs. kevin casey,NC/NC,1,11,3 Rnd (5-5-5),antonio carlos junior,kevin casey,3.0,5,0.0,0,0,0,middleweight,3,3,0,6,2015-12-10,"las vegas, nevada, usa",11
ufc fight night: namajunas vs. vanzant,aljamain sterling vs. johnny eduardo,W/L,2,258,3 Rnd (5-5-5),aljamain sterling,johnny eduardo,3.0,5,0.0,0,0,0,bantamweight,1,0,1,2,2015-12-10,"las vegas, nevada, usa",558
ufc fight night: namajunas vs. vanzant,andreas stahl vs. santiago ponzinibbio,W/L,1,265,3 Rnd (5-5-5),santiago ponzinibbio,andreas stahl,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2015-12-10,"las vegas, nevada, usa",265
ufc fight night: namajunas vs. vanzant,danny roberts vs. nathan coy,W/L,1,166,3 Rnd (5-5-5),danny roberts,nathan coy,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2015-12-10,"las vegas, nevada, usa",166
ufc fight night: namajunas vs. vanzant,phillipe nover vs. zubaira tukhugov,W/L,3,300,3 Rnd (5-5-5),zubaira tukhugov,phillipe nover,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2015-12-10,"las vegas, nevada, usa",900
ufc fight night: namajunas vs. vanzant,emily kagan vs. kailin curran,W/L,2,253,3 Rnd (5-5-5),kailin curran,emily kagan,3.0,5,0.0,0,1,0,strawweight,1,0,1,0,2015-12-10,"las vegas, nevada, usa",553
ufc fight night: henderson vs masvidal,benson henderson vs. jorge masvidal,W/L,5,300,5 Rnd (5-5-5-5-5),benson henderson,jorge masvidal,5.0,5,0.0,0,0,0,welterweight,1,0,2,5,2015-11-28,"seoul, south korea",1500
ufc fight night: henderson vs masvidal,dominic waters vs. dong hyun kim,W/L,1,191,3 Rnd (5-5-5),dong hyun kim,dominic waters,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2015-11-28,"seoul, south korea",191
ufc fight night: henderson vs masvidal,alberto mina vs. yoshihiro akiyama,L/W,3,300,3 Rnd (5-5-5),yoshihiro akiyama,alberto mina,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2015-11-28,"seoul, south korea",900
ufc fight night: henderson vs masvidal,dooho choi vs. sam sicilia,W/L,1,93,3 Rnd (5-5-5),dooho choi,sam sicilia,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2015-11-28,"seoul, south korea",93
ufc fight night: henderson vs masvidal,dongi yang vs. jake collier,W/L,2,110,3 Rnd (5-5-5),dongi yang,jake collier,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2015-11-28,"seoul, south korea",410
