EVENT,BOUT,OUTCOME,ROUND,TIME,TIME FORMAT,FIGHTER_1,FIGHTER_2,Total_Rounds_Format,Main_round_time_Format,Num_overtime_rounds_Format,Overtime_round_time_Format,gender,is_title_bout,weight_class,fighter_1_result,fighter_2_result,method_label,weightclass_numeric,DATE,LOCATION,total_time_seconds
ufc 272: covington vs. masvidal,alex oliveira vs. kevin holland,W/L,2,38,3 Rnd (5-5-5),kevin holland,alex oliveira,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2022-03-05,"las vegas, nevada, usa",338
ufc 272: covington vs. masvidal,greg hardy vs. serghei spivac,W/L,1,136,3 Rnd (5-5-5),serghei spivac,greg hardy,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2022-03-05,"las vegas, nevada, usa",136
ufc 272: covington vs. masvidal,jalin turner vs. jamie mullarkey,W/L,2,46,3 Rnd (5-5-5),jalin turner,jamie mullarkey,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-03-05,"las vegas, nevada, usa",346
ufc 272: covington vs. masvidal,marina rodriguez vs. yan xiaonan,W/L,3,300,3 Rnd (5-5-5),marina rodriguez,yan xiaonan,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2022-03-05,"las vegas, nevada, usa",900
ufc 272: covington vs. masvidal,kennedy nzechukwu vs. nicolae negumereanu,W/L,3,300,3 Rnd (5-5-5),nicolae negumereanu,kennedy nzechukwu,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2022-03-05,"las vegas, nevada, usa",900
ufc 272: covington vs. masvidal,mariya agapova vs. maryna moroz,W/L,2,207,3 Rnd (5-5-5),maryna moroz,mariya agapova,3.0,5,0.0,0,1,0,flyweight,1,0,1,1,2022-03-05,"las vegas, nevada, usa",507
ufc 272: covington vs. masvidal,brian kelleher vs. umar nurmagomedov,L/W,1,195,3 Rnd (5-5-5),brian kelleher,umar nurmagomedov,3.0,5,0.0,0,0,0,featherweight,0,1,1,3,2022-03-05,"las vegas, nevada, usa",195
ufc 272: covington vs. masvidal,tagir ulanbekov vs. tim elliott,W/L,3,300,3 Rnd (5-5-5),tim elliott,tagir ulanbekov,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2022-03-05,"las vegas, nevada, usa",900
ufc 272: covington vs. masvidal,devonte smith vs. ludovit klein,L/W,3,300,3 Rnd (5-5-5),devonte smith,ludovit klein,3.0,5,0.0,0,0,0,lightweight,0,1,2,4,2022-03-05,"las vegas, nevada, usa",900
ufc 272: covington vs. masvidal,dustin jacoby vs. michal oleksiejczuk,W/L,3,300,3 Rnd (5-5-5),dustin jacoby,michal oleksiejczuk,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2022-03-05,"las vegas, nevada, usa",900
ufc fight night: makhachev vs. green,bobby green vs. islam makhachev,W/L,1,203,5 Rnd (5-5-5-5-5),islam makhachev,bobby green,5.0,5,0.0,0,0,0,catch weight,1,0,0,9,2022-02-26,"las vegas, nevada, usa",203
ufc fight night: makhachev vs. green,misha cirkunov vs. wellington turman,L/W,2,89,3 Rnd (5-5-5),misha cirkunov,wellington turman,3.0,5,0.0,0,0,0,middleweight,0,1,1,6,2022-02-26,"las vegas, nevada, usa",389
ufc fight night: makhachev vs. green,ji yeon kim vs. priscila cachoeira,L/W,3,300,3 Rnd (5-5-5),ji yeon kim,priscila cachoeira,3.0,5,0.0,0,1,0,flyweight,0,1,2,1,2022-02-26,"las vegas, nevada, usa",900
ufc fight night: makhachev vs. green,arman tsarukyan vs. joel alvarez,W/L,2,117,3 Rnd (5-5-5),arman tsarukyan,joel alvarez,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-02-26,"las vegas, nevada, usa",417
ufc fight night: makhachev vs. green,armen petrosyan vs. gregory rodrigues,W/L,3,300,3 Rnd (5-5-5),armen petrosyan,gregory rodrigues,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2022-02-26,"las vegas, nevada, usa",900
ufc fight night: makhachev vs. green,ignacio bahamondes vs. rong zhu,L/W,3,100,3 Rnd (5-5-5),rong zhu,ignacio bahamondes,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2022-02-26,"las vegas, nevada, usa",700
ufc fight night: makhachev vs. green,josiane nunes vs. ramona pascual,W/L,3,300,3 Rnd (5-5-5),josiane nunes,ramona pascual,3.0,5,0.0,0,1,0,featherweight,1,0,2,3,2022-02-26,"las vegas, nevada, usa",900
ufc fight night: makhachev vs. green,fares ziam vs. terrance mckinney,W/L,1,131,3 Rnd (5-5-5),terrance mckinney,fares ziam,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2022-02-26,"las vegas, nevada, usa",131
ufc fight night: makhachev vs. green,alejandro perez vs. jonathan martinez,L/W,3,300,3 Rnd (5-5-5),alejandro perez,jonathan martinez,3.0,5,0.0,0,0,0,featherweight,0,1,2,3,2022-02-26,"las vegas, nevada, usa",900
ufc fight night: makhachev vs. green,micheal gillmore vs. ramiz brahimaj,W/L,1,122,3 Rnd (5-5-5),ramiz brahimaj,micheal gillmore,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2022-02-26,"las vegas, nevada, usa",122
ufc fight night: makhachev vs. green,carlos hernandez vs. victor altamirano,L/W,3,300,3 Rnd (5-5-5),victor altamirano,carlos hernandez,3.0,5,0.0,0,0,0,flyweight,0,1,2,1,2022-02-26,"las vegas, nevada, usa",900
ufc fight night: walker vs. hill,jamahal hill vs. johnny walker,L/W,1,175,5 Rnd (5-5-5-5-5),johnny walker,jamahal hill,5.0,5,0.0,0,0,0,light heavyweight,0,1,0,7,2022-02-19,"las vegas, nevada, usa",175
ufc fight night: walker vs. hill,jamie pickett vs. kyle daukaus,W/L,1,299,3 Rnd (5-5-5),kyle daukaus,jamie pickett,3.0,5,0.0,0,0,0,catch weight,1,0,1,9,2022-02-19,"las vegas, nevada, usa",299
ufc fight night: walker vs. hill,alan baudot vs. parker porter,W/L,3,300,3 Rnd (5-5-5),parker porter,alan baudot,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2022-02-19,"las vegas, nevada, usa",900
ufc fight night: walker vs. hill,jim miller vs. nikolas motta,W/L,2,118,3 Rnd (5-5-5),jim miller,nikolas motta,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-02-19,"las vegas, nevada, usa",418
ufc fight night: walker vs. hill,abdul razak alhassan vs. joaquin buckley,W/L,3,300,3 Rnd (5-5-5),joaquin buckley,abdul razak alhassan,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2022-02-19,"las vegas, nevada, usa",900
ufc fight night: walker vs. hill,david onama vs. gabriel benitez,L/W,1,264,3 Rnd (5-5-5),gabriel benitez,david onama,3.0,5,0.0,0,0,0,featherweight,0,1,0,3,2022-02-19,"las vegas, nevada, usa",264
ufc fight night: walker vs. hill,jessica-rose clark vs. stephanie egger,L/W,1,224,3 Rnd (5-5-5),jessica-rose clark,stephanie egger,3.0,5,0.0,0,1,0,bantamweight,0,1,1,2,2022-02-19,"las vegas, nevada, usa",224
ufc fight night: walker vs. hill,chas skelly vs. mark striegl,W/L,2,121,3 Rnd (5-5-5),chas skelly,mark striegl,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2022-02-19,"las vegas, nevada, usa",421
ufc fight night: walker vs. hill,diana belbita vs. gloria de paula,L/W,3,300,3 Rnd (5-5-5),diana belbita,gloria de paula,3.0,5,0.0,0,1,0,strawweight,0,1,2,0,2022-02-19,"las vegas, nevada, usa",900
ufc fight night: walker vs. hill,chad anheliger vs. jesse strader,W/L,3,213,3 Rnd (5-5-5),chad anheliger,jesse strader,3.0,5,0.0,0,0,0,bantamweight,1,0,0,2,2022-02-19,"las vegas, nevada, usa",813
ufc fight night: walker vs. hill,christian rodriguez vs. jonathan pearce,W/L,3,300,3 Rnd (5-5-5),jonathan pearce,christian rodriguez,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-02-19,"las vegas, nevada, usa",900
ufc fight night: walker vs. hill,jay perrin vs. mario bautista,W/L,3,300,3 Rnd (5-5-5),mario bautista,jay perrin,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2022-02-19,"las vegas, nevada, usa",900
ufc 271: adesanya vs. whittaker 2,israel adesanya vs. robert whittaker,W/L,5,300,5 Rnd (5-5-5-5-5),israel adesanya,robert whittaker,5.0,5,0.0,0,0,1,middleweight,1,0,2,6,2022-02-12,"houston, texas, usa",1500
ufc 271: adesanya vs. whittaker 2,derrick lewis vs. tai tuivasa,L/W,2,100,3 Rnd (5-5-5),derrick lewis,tai tuivasa,3.0,5,0.0,0,0,0,heavyweight,0,1,0,8,2022-02-12,"houston, texas, usa",400
ufc 271: adesanya vs. whittaker 2,derek brunson vs. jared cannonier,W/L,2,269,3 Rnd (5-5-5),jared cannonier,derek brunson,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2022-02-12,"houston, texas, usa",569
ufc 271: adesanya vs. whittaker 2,alexander hernandez vs. renato moicano,L/W,2,83,3 Rnd (5-5-5),alexander hernandez,renato moicano,3.0,5,0.0,0,0,0,lightweight,0,1,1,4,2022-02-12,"houston, texas, usa",383
ufc 271: adesanya vs. whittaker 2,bobby green vs. nasrat haqparast,W/L,3,300,3 Rnd (5-5-5),bobby green,nasrat haqparast,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2022-02-12,"houston, texas, usa",900
ufc 271: adesanya vs. whittaker 2,andrei arlovski vs. jared vanderaa,W/L,3,300,3 Rnd (5-5-5),andrei arlovski,jared vanderaa,3.0,5,0.0,0,0,0,heavyweight,1,0,2,8,2022-02-12,"houston, texas, usa",900
ufc 271: adesanya vs. whittaker 2,casey o'neill vs. roxanne modafferi,L/W,3,300,3 Rnd (5-5-5),roxanne modafferi,casey o'neill,3.0,5,0.0,0,1,0,flyweight,0,1,2,1,2022-02-12,"houston, texas, usa",900
ufc 271: adesanya vs. whittaker 2,kyler phillips vs. marcelo rojo,W/L,3,108,3 Rnd (5-5-5),kyler phillips,marcelo rojo,3.0,5,0.0,0,0,0,bantamweight,1,0,1,2,2022-02-12,"houston, texas, usa",708
ufc 271: adesanya vs. whittaker 2,carlos ulberg vs. fabio cherant,W/L,3,300,3 Rnd (5-5-5),carlos ulberg,fabio cherant,3.0,5,0.0,0,0,0,light heavyweight,1,0,2,7,2022-02-12,"houston, texas, usa",900
ufc 271: adesanya vs. whittaker 2,mana martinez vs. ronnie lawrence,L/W,3,300,3 Rnd (5-5-5),mana martinez,ronnie lawrence,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2022-02-12,"houston, texas, usa",900
ufc 271: adesanya vs. whittaker 2,aj dobson vs. jacob malkoun,L/W,3,300,3 Rnd (5-5-5),aj dobson,jacob malkoun,3.0,5,0.0,0,0,0,middleweight,0,1,2,6,2022-02-12,"houston, texas, usa",900
ufc 271: adesanya vs. whittaker 2,douglas silva de andrade vs. sergey morozov,W/L,2,204,3 Rnd (5-5-5),douglas silva de andrade,sergey morozov,3.0,5,0.0,0,0,0,bantamweight,1,0,1,2,2022-02-12,"houston, texas, usa",504
ufc 271: adesanya vs. whittaker 2,blood diamond vs. jeremiah wells,W/L,1,278,3 Rnd (5-5-5),jeremiah wells,blood diamond,3.0,5,0.0,0,0,0,welterweight,1,0,1,5,2022-02-12,"houston, texas, usa",278
ufc 271: adesanya vs. whittaker 2,maxim grishin vs. william knight,L/W,3,300,3 Rnd (5-5-5),william knight,maxim grishin,3.0,5,0.0,0,0,0,heavyweight,0,1,2,8,2022-02-12,"houston, texas, usa",900
ufc fight night: hermansson vs. strickland,jack hermansson vs. sean strickland,L/W,5,300,5 Rnd (5-5-5-5-5),jack hermansson,sean strickland,5.0,5,0.0,0,0,0,middleweight,0,1,2,6,2022-02-05,"las vegas, nevada, usa",1500
ufc fight night: hermansson vs. strickland,nick maximov vs. punahele soriano,L/W,3,300,3 Rnd (5-5-5),punahele soriano,nick maximov,3.0,5,0.0,0,0,0,middleweight,0,1,2,6,2022-02-05,"las vegas, nevada, usa",900
ufc fight night: hermansson vs. strickland,carlston harris vs. shavkat rakhmonov,W/L,1,250,3 Rnd (5-5-5),shavkat rakhmonov,carlston harris,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2022-02-05,"las vegas, nevada, usa",250
ufc fight night: hermansson vs. strickland,brendan allen vs. sam alvey,L/W,2,130,3 Rnd (5-5-5),sam alvey,brendan allen,3.0,5,0.0,0,0,0,light heavyweight,0,1,1,7,2022-02-05,"las vegas, nevada, usa",430
ufc fight night: hermansson vs. strickland,bryan battle vs. tresean gore,L/W,3,300,3 Rnd (5-5-5),tresean gore,bryan battle,3.0,5,0.0,0,0,0,middleweight,0,1,2,6,2022-02-05,"las vegas, nevada, usa",900
ufc fight night: hermansson vs. strickland,julian erosa vs. steven peterson,W/L,3,300,3 Rnd (5-5-5),julian erosa,steven peterson,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-02-05,"las vegas, nevada, usa",900
ufc fight night: hermansson vs. strickland,john castaneda vs. miles johns,L/W,3,98,3 Rnd (5-5-5),miles johns,john castaneda,3.0,5,0.0,0,0,0,bantamweight,0,1,1,2,2022-02-05,"las vegas, nevada, usa",698
ufc fight night: hermansson vs. strickland,hakeem dawodu vs. michael trizano,W/L,3,300,3 Rnd (5-5-5),hakeem dawodu,michael trizano,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-02-05,"las vegas, nevada, usa",900
ufc fight night: hermansson vs. strickland,chidi njokuani vs. marc-andre barriault,W/L,1,16,3 Rnd (5-5-5),chidi njokuani,marc-andre barriault,3.0,5,0.0,0,0,0,middleweight,1,0,0,6,2022-02-05,"las vegas, nevada, usa",16
ufc fight night: hermansson vs. strickland,alexis davis vs. julija stoliarenko,W/L,3,300,3 Rnd (5-5-5),alexis davis,julija stoliarenko,3.0,5,0.0,0,1,0,bantamweight,1,0,2,2,2022-02-05,"las vegas, nevada, usa",900
ufc fight night: hermansson vs. strickland,danilo marques vs. jailton almeida,W/L,1,177,3 Rnd (5-5-5),jailton almeida,danilo marques,3.0,5,0.0,0,0,0,light heavyweight,1,0,0,7,2022-02-05,"las vegas, nevada, usa",177
ufc fight night: hermansson vs. strickland,jason witt vs. phil rowe,L/W,2,135,3 Rnd (5-5-5),jason witt,phil rowe,3.0,5,0.0,0,0,0,welterweight,0,1,0,5,2022-02-05,"las vegas, nevada, usa",435
ufc fight night: hermansson vs. strickland,denys bondar vs. malcolm gordon,W/L,1,82,3 Rnd (5-5-5),malcolm gordon,denys bondar,3.0,5,0.0,0,0,0,flyweight,1,0,0,1,2022-02-05,"las vegas, nevada, usa",82
ufc 270: ngannou vs. gane,ciryl gane vs. francis ngannou,W/L,5,300,5 Rnd (5-5-5-5-5),francis ngannou,ciryl gane,5.0,5,0.0,0,0,1,heavyweight,1,0,2,8,2022-01-22,"anaheim, california, usa",1500
ufc 270: ngannou vs. gane,brandon moreno vs. deiveson figueiredo,L/W,5,300,5 Rnd (5-5-5-5-5),brandon moreno,deiveson figueiredo,5.0,5,0.0,0,0,1,flyweight,0,1,2,1,2022-01-22,"anaheim, california, usa",1500
ufc 270: ngannou vs. gane,andre fialho vs. michel pereira,W/L,3,300,3 Rnd (5-5-5),michel pereira,andre fialho,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-01-22,"anaheim, california, usa",900
ufc 270: ngannou vs. gane,cody stamann vs. said nurmagomedov,L/W,1,47,3 Rnd (5-5-5),cody stamann,said nurmagomedov,3.0,5,0.0,0,0,0,bantamweight,0,1,1,2,2022-01-22,"anaheim, california, usa",47
ufc 270: ngannou vs. gane,michael morales vs. trevin giles,W/L,1,246,3 Rnd (5-5-5),michael morales,trevin giles,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2022-01-22,"anaheim, california, usa",246
ufc 270: ngannou vs. gane,raoni barcelos vs. victor henry,L/W,3,300,3 Rnd (5-5-5),raoni barcelos,victor henry,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2022-01-22,"anaheim, california, usa",900
ufc 270: ngannou vs. gane,jack della maddalena vs. pete rodriguez,W/L,1,179,3 Rnd (5-5-5),jack della maddalena,pete rodriguez,3.0,5,0.0,0,0,0,welterweight,1,0,0,5,2022-01-22,"anaheim, california, usa",179
ufc 270: ngannou vs. gane,saimon oliveira vs. tony gravely,W/L,3,300,3 Rnd (5-5-5),tony gravely,saimon oliveira,3.0,5,0.0,0,0,0,bantamweight,1,0,2,2,2022-01-22,"anaheim, california, usa",900
ufc 270: ngannou vs. gane,genaro valdez vs. matt frevola,W/L,1,195,3 Rnd (5-5-5),matt frevola,genaro valdez,3.0,5,0.0,0,0,0,lightweight,1,0,0,4,2022-01-22,"anaheim, california, usa",195
ufc 270: ngannou vs. gane,silvana gomez juarez vs. vanessa demopoulos,L/W,1,145,3 Rnd (5-5-5),silvana gomez juarez,vanessa demopoulos,3.0,5,0.0,0,1,0,strawweight,0,1,1,0,2022-01-22,"anaheim, california, usa",145
ufc 270: ngannou vs. gane,jasmine jasudavicius vs. kay hansen,L/W,3,300,3 Rnd (5-5-5),kay hansen,jasmine jasudavicius,3.0,5,0.0,0,1,0,flyweight,0,1,2,1,2022-01-22,"anaheim, california, usa",900
ufc fight night: kattar vs. chikadze,calvin kattar vs. giga chikadze,W/L,5,300,5 Rnd (5-5-5-5-5),calvin kattar,giga chikadze,5.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-01-15,"las vegas, nevada, usa",1500
ufc fight night: kattar vs. chikadze,chase sherman vs. jake collier,W/L,1,146,3 Rnd (5-5-5),jake collier,chase sherman,3.0,5,0.0,0,0,0,heavyweight,1,0,1,8,2022-01-15,"las vegas, nevada, usa",146
ufc fight night: kattar vs. chikadze,brandon royval vs. rogerio bontorin,W/L,3,300,3 Rnd (5-5-5),brandon royval,rogerio bontorin,3.0,5,0.0,0,0,0,flyweight,1,0,2,1,2022-01-15,"las vegas, nevada, usa",900
ufc fight night: kattar vs. chikadze,jennifer maia vs. katlyn chookagian,W/L,3,300,3 Rnd (5-5-5),katlyn chookagian,jennifer maia,3.0,5,0.0,0,1,0,flyweight,1,0,2,1,2022-01-15,"las vegas, nevada, usa",900
ufc fight night: kattar vs. chikadze,dakota bush vs. viacheslav borshchev,L/W,1,227,3 Rnd (5-5-5),dakota bush,viacheslav borshchev,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2022-01-15,"las vegas, nevada, usa",227
ufc fight night: kattar vs. chikadze,bill algeo vs. joanderson brito,W/L,3,300,3 Rnd (5-5-5),bill algeo,joanderson brito,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-01-15,"las vegas, nevada, usa",900
ufc fight night: kattar vs. chikadze,jamie pickett vs. joseph holmes,W/L,3,300,3 Rnd (5-5-5),jamie pickett,joseph holmes,3.0,5,0.0,0,0,0,middleweight,1,0,2,6,2022-01-15,"las vegas, nevada, usa",900
ufc fight night: kattar vs. chikadze,court mcgee vs. ramiz brahimaj,W/L,3,300,3 Rnd (5-5-5),court mcgee,ramiz brahimaj,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2022-01-15,"las vegas, nevada, usa",900
ufc fight night: kattar vs. chikadze,brian kelleher vs. kevin croom,W/L,3,300,3 Rnd (5-5-5),brian kelleher,kevin croom,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2022-01-15,"las vegas, nevada, usa",900
ufc fight night: kattar vs. chikadze,charles rosa vs. tj brown,W/L,3,300,3 Rnd (5-5-5),tj brown,charles rosa,3.0,5,0.0,0,0,0,lightweight,1,0,2,4,2022-01-15,"las vegas, nevada, usa",900
ufc fight night: lewis vs. daukaus,chris daukaus vs. derrick lewis,W/L,1,216,5 Rnd (5-5-5-5-5),derrick lewis,chris daukaus,5.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2021-12-18,"las vegas, nevada, usa",216
ufc fight night: lewis vs. daukaus,belal muhammad vs. stephen thompson,L/W,3,300,3 Rnd (5-5-5),stephen thompson,belal muhammad,3.0,5,0.0,0,0,0,welterweight,0,1,2,5,2021-12-18,"las vegas, nevada, usa",900
ufc fight night: lewis vs. daukaus,amanda lemos vs. angela hill,W/L,3,300,3 Rnd (5-5-5),amanda lemos,angela hill,3.0,5,0.0,0,1,0,strawweight,1,0,2,0,2021-12-18,"las vegas, nevada, usa",900
ufc fight night: lewis vs. daukaus,raphael assuncao vs. ricky simon,L/W,2,134,3 Rnd (5-5-5),raphael assuncao,ricky simon,3.0,5,0.0,0,0,0,bantamweight,0,1,0,2,2021-12-18,"las vegas, nevada, usa",434
ufc fight night: lewis vs. daukaus,diego ferreira vs. mateusz gamrot,L/W,2,206,3 Rnd (5-5-5),diego ferreira,mateusz gamrot,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2021-12-18,"las vegas, nevada, usa",506
ufc fight night: lewis vs. daukaus,cub swanson vs. darren elkins,W/L,1,132,3 Rnd (5-5-5),cub swanson,darren elkins,3.0,5,0.0,0,0,0,featherweight,1,0,0,3,2021-12-18,"las vegas, nevada, usa",132
ufc fight night: lewis vs. daukaus,dustin stoltzfus vs. gerald meerschaert,L/W,3,178,3 Rnd (5-5-5),dustin stoltzfus,gerald meerschaert,3.0,5,0.0,0,0,0,middleweight,0,1,1,6,2021-12-18,"las vegas, nevada, usa",778
ufc fight night: lewis vs. daukaus,harry hunsucker vs. justin tafa,W/L,1,113,3 Rnd (5-5-5),justin tafa,harry hunsucker,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2021-12-18,"las vegas, nevada, usa",113
ufc fight night: lewis vs. daukaus,melissa gatto vs. sijara eubanks,L/W,3,45,3 Rnd (5-5-5),sijara eubanks,melissa gatto,3.0,5,0.0,0,1,0,flyweight,0,1,0,1,2021-12-18,"las vegas, nevada, usa",645
ufc fight night: lewis vs. daukaus,andre ewell vs. charles jourdain,W/L,3,300,3 Rnd (5-5-5),charles jourdain,andre ewell,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2021-12-18,"las vegas, nevada, usa",900
ufc fight night: lewis vs. daukaus,macy chiasson vs. raquel pennington,W/L,2,187,3 Rnd (5-5-5),raquel pennington,macy chiasson,3.0,5,0.0,0,1,0,featherweight,1,0,1,3,2021-12-18,"las vegas, nevada, usa",487
ufc fight night: lewis vs. daukaus,don'tale mayes vs. josh parisian,W/L,3,206,3 Rnd (5-5-5),don'tale mayes,josh parisian,3.0,5,0.0,0,0,0,heavyweight,1,0,0,8,2021-12-18,"las vegas, nevada, usa",806
ufc fight night: lewis vs. daukaus,jordan leavitt vs. matt sayles,W/L,2,125,3 Rnd (5-5-5),jordan leavitt,matt sayles,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2021-12-18,"las vegas, nevada, usa",425
ufc 269: oliveira vs. poirier,charles oliveira vs. dustin poirier,W/L,3,62,5 Rnd (5-5-5-5-5),charles oliveira,dustin poirier,5.0,5,0.0,0,0,1,lightweight,1,0,1,4,2021-12-11,"las vegas, nevada, usa",662
ufc 269: oliveira vs. poirier,amanda nunes vs. julianna pena,L/W,2,206,5 Rnd (5-5-5-5-5),amanda nunes,julianna pena,5.0,5,0.0,0,1,1,bantamweight,0,1,1,2,2021-12-11,"las vegas, nevada, usa",506
ufc 269: oliveira vs. poirier,geoff neal vs. santiago ponzinibbio,W/L,3,300,3 Rnd (5-5-5),geoff neal,santiago ponzinibbio,3.0,5,0.0,0,0,0,welterweight,1,0,2,5,2021-12-11,"las vegas, nevada, usa",900
ufc 269: oliveira vs. poirier,cody garbrandt vs. kai kara-france,W/L,1,201,3 Rnd (5-5-5),kai kara-france,cody garbrandt,3.0,5,0.0,0,0,0,flyweight,1,0,0,1,2021-12-11,"las vegas, nevada, usa",201
ufc 269: oliveira vs. poirier,raulian paiva vs. sean o'malley,L/W,1,282,3 Rnd (5-5-5),raulian paiva,sean o'malley,3.0,5,0.0,0,0,0,bantamweight,0,1,0,2,2021-12-11,"las vegas, nevada, usa",282
ufc 269: oliveira vs. poirier,dan ige vs. josh emmett,W/L,3,300,3 Rnd (5-5-5),josh emmett,dan ige,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2021-12-11,"las vegas, nevada, usa",900
ufc 269: oliveira vs. poirier,dominick cruz vs. pedro munhoz,L/W,3,300,3 Rnd (5-5-5),pedro munhoz,dominick cruz,3.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2021-12-11,"las vegas, nevada, usa",900
ufc 269: oliveira vs. poirier,augusto sakai vs. tai tuivasa,L/W,2,26,3 Rnd (5-5-5),augusto sakai,tai tuivasa,3.0,5,0.0,0,0,0,heavyweight,0,1,0,8,2021-12-11,"las vegas, nevada, usa",326
ufc 269: oliveira vs. poirier,bruno silva vs. jordan wright,L/W,1,88,3 Rnd (5-5-5),jordan wright,bruno silva,3.0,5,0.0,0,0,0,middleweight,0,1,0,6,2021-12-11,"las vegas, nevada, usa",88
ufc 269: oliveira vs. poirier,andre muniz vs. eryk anders,W/L,1,193,3 Rnd (5-5-5),andre muniz,eryk anders,3.0,5,0.0,0,0,0,middleweight,1,0,1,6,2021-12-11,"las vegas, nevada, usa",193
ufc 269: oliveira vs. poirier,erin blanchfield vs. miranda maverick,L/W,3,300,3 Rnd (5-5-5),miranda maverick,erin blanchfield,3.0,5,0.0,0,1,0,flyweight,0,1,2,1,2021-12-11,"las vegas, nevada, usa",900
ufc 269: oliveira vs. poirier,darrick minner vs. ryan hall,W/L,3,300,3 Rnd (5-5-5),ryan hall,darrick minner,3.0,5,0.0,0,0,0,featherweight,1,0,2,3,2021-12-11,"las vegas, nevada, usa",900
ufc 269: oliveira vs. poirier,randy costa vs. tony kelley,L/W,2,255,3 Rnd (5-5-5),randy costa,tony kelley,3.0,5,0.0,0,0,0,bantamweight,0,1,0,2,2021-12-11,"las vegas, nevada, usa",555
ufc 269: oliveira vs. poirier,gillian robertson vs. priscila cachoeira,W/L,1,299,3 Rnd (5-5-5),gillian robertson,priscila cachoeira,3.0,5,0.0,0,1,0,flyweight,1,0,1,1,2021-12-11,"las vegas, nevada, usa",299
ufc fight night: font vs. aldo,jose aldo vs. rob font,L/W,5,300,5 Rnd (5-5-5-5-5),rob font,jose aldo,5.0,5,0.0,0,0,0,bantamweight,0,1,2,2,2021-12-04,"las vegas, nevada, usa",1500
ufc fight night: font vs. aldo,brad riddell vs. rafael fiziev,L/W,3,140,3 Rnd (5-5-5),brad riddell,rafael fiziev,3.0,5,0.0,0,0,0,lightweight,0,1,0,4,2021-12-04,"las vegas, nevada, usa",740
ufc fight night: font vs. aldo,jamahal hill vs. jimmy crute,L/W,1,48,3 Rnd (5-5-5),jimmy crute,jamahal hill,3.0,5,0.0,0,0,0,light heavyweight,0,1,0,7,2021-12-04,"las vegas, nevada, usa",48
ufc fight night: font vs. aldo,clay guida vs. leonardo santos,W/L,2,81,3 Rnd (5-5-5),clay guida,leonardo santos,3.0,5,0.0,0,0,0,lightweight,1,0,1,4,2021-12-04,"las vegas, nevada, usa",381
