EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land,weight_class,gender,is_title_bout,DATE,LOCATION
ufc 253: adesanya vs. costa,hakeem dawodu vs. zubaira tukhugov,Round 1,hakeem dawodu,0.0,0.31,0.0,0.0,0.0,0.0,13.0,41.0,13.0,41.0,0.0,0.0,7.0,12.0,13.0,41.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,24.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,hakeem dawodu vs. zubaira tukhugov,Round 2,hakeem dawodu,0.0,0.62,0.0,0.0,0.0,0.0,36.0,58.0,37.0,59.0,0.0,0.0,8.0,11.0,36.0,58.0,8.0,9.0,0.0,0.0,0.0,0.0,20.0,38.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,hakeem dawodu vs. zubaira tukhugov,Round 3,hakeem dawodu,0.0,0.54,0.0,0.0,0.0,0.0,20.0,37.0,20.0,37.0,0.0,0.0,9.0,12.0,20.0,37.0,3.0,7.0,0.0,0.0,0.0,0.0,8.0,18.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,hakeem dawodu vs. zubaira tukhugov,Round 1,zubaira tukhugov,0.0,0.34,0.0,0.0,0.0,0.0,10.0,29.0,10.0,29.0,0.0,0.0,0.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,hakeem dawodu vs. zubaira tukhugov,Round 2,zubaira tukhugov,0.0,0.38,0.5,0.0,0.0,77.0,21.0,54.0,26.0,59.0,1.0,2.0,0.0,0.0,20.0,53.0,3.0,4.0,0.0,0.0,1.0,1.0,18.0,50.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,hakeem dawodu vs. zubaira tukhugov,Round 3,zubaira tukhugov,0.0,0.4,0.0,0.0,0.0,46.0,4.0,10.0,4.0,10.0,0.0,5.0,0.0,0.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,brad riddell vs. alex da silva,Round 1,brad riddell,0.0,0.38,0.0,0.0,0.0,18.0,7.0,18.0,13.0,24.0,0.0,1.0,1.0,1.0,7.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,15.0,lightweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,brad riddell vs. alex da silva,Round 2,brad riddell,0.0,0.42,0.33,0.0,0.0,29.0,25.0,59.0,37.0,71.0,1.0,3.0,3.0,3.0,22.0,54.0,6.0,7.0,3.0,5.0,0.0,0.0,16.0,49.0,lightweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,brad riddell vs. alex da silva,Round 3,brad riddell,0.0,0.39,0.0,0.0,0.0,37.0,35.0,89.0,36.0,90.0,0.0,2.0,3.0,4.0,32.0,86.0,5.0,7.0,2.0,2.0,1.0,1.0,27.0,78.0,lightweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,brad riddell vs. alex da silva,Round 1,alex da silva,0.0,0.65,1.0,1.0,1.0,202.0,13.0,20.0,19.0,30.0,3.0,3.0,4.0,4.0,10.0,17.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,13.0,lightweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,brad riddell vs. alex da silva,Round 2,alex da silva,0.0,0.41,0.0,0.0,0.0,75.0,18.0,43.0,22.0,48.0,0.0,3.0,4.0,4.0,18.0,42.0,4.0,5.0,0.0,1.0,0.0,0.0,10.0,34.0,lightweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,brad riddell vs. alex da silva,Round 3,alex da silva,0.0,0.46,0.0,0.0,0.0,40.0,23.0,49.0,29.0,55.0,0.0,3.0,1.0,1.0,21.0,46.0,3.0,4.0,2.0,3.0,0.0,0.0,19.0,44.0,lightweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,diego sanchez vs. jake matthews,Round 1,diego sanchez,0.0,0.31,0.0,0.0,0.0,0.0,11.0,35.0,11.0,35.0,0.0,1.0,3.0,5.0,11.0,35.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,20.0,welterweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,diego sanchez vs. jake matthews,Round 2,diego sanchez,0.0,0.3,0.0,0.0,0.0,0.0,12.0,40.0,12.0,40.0,0.0,0.0,6.0,7.0,12.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,32.0,welterweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,diego sanchez vs. jake matthews,Round 3,diego sanchez,0.0,0.33,0.0,0.0,0.0,0.0,2.0,6.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,5.0,welterweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,diego sanchez vs. jake matthews,Round 1,jake matthews,0.0,0.47,0.5,0.0,0.0,29.0,22.0,46.0,24.0,51.0,1.0,2.0,0.0,0.0,16.0,38.0,3.0,3.0,1.0,1.0,5.0,7.0,19.0,43.0,welterweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,diego sanchez vs. jake matthews,Round 2,jake matthews,0.0,0.43,0.0,0.0,0.0,0.0,23.0,53.0,23.0,53.0,0.0,0.0,0.0,0.0,23.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,53.0,welterweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,diego sanchez vs. jake matthews,Round 3,jake matthews,1.0,0.55,0.0,0.0,0.0,263.0,27.0,49.0,46.0,70.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,24.0,43.0,27.0,49.0,welterweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,shane young vs. ludovit klein,Round 1,shane young,0.0,0.57,0.0,0.0,0.0,0.0,4.0,7.0,4.0,7.0,0.0,0.0,3.0,4.0,4.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,shane young vs. ludovit klein,Round 1,ludovit klein,1.0,0.69,0.0,0.0,0.0,3.0,9.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,8.0,12.0,3.0,3.0,0.0,0.0,1.0,1.0,6.0,10.0,featherweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,william knight vs. aleksa camur,Round 1,william knight,0.0,0.6,0.0,0.0,0.0,48.0,9.0,15.0,12.0,19.0,0.0,1.0,2.0,3.0,5.0,11.0,1.0,3.0,4.0,4.0,0.0,0.0,6.0,9.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,william knight vs. aleksa camur,Round 2,william knight,0.0,0.76,1.0,1.0,1.0,157.0,16.0,21.0,21.0,26.0,2.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,13.0,14.0,13.0,16.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,william knight vs. aleksa camur,Round 3,william knight,0.0,0.72,1.0,0.0,0.0,194.0,13.0,18.0,25.0,32.0,2.0,2.0,2.0,2.0,3.0,7.0,1.0,1.0,4.0,4.0,6.0,7.0,10.0,15.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,william knight vs. aleksa camur,Round 1,aleksa camur,0.0,0.5,0.0,0.0,0.0,154.0,5.0,10.0,23.0,28.0,0.0,2.0,0.0,0.0,1.0,6.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,6.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,william knight vs. aleksa camur,Round 2,aleksa camur,0.0,0.45,0.5,0.0,0.0,104.0,5.0,11.0,24.0,30.0,1.0,2.0,1.0,1.0,4.0,10.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,5.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,william knight vs. aleksa camur,Round 3,aleksa camur,0.0,0.77,0.0,0.0,0.0,68.0,7.0,9.0,12.0,14.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,7.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,juan espino vs. jeff hughes,Round 1,juan espino,0.0,0.58,0.71,1.0,0.0,156.0,10.0,17.0,21.0,29.0,5.0,7.0,0.0,2.0,2.0,7.0,1.0,1.0,0.0,0.0,8.0,10.0,9.0,14.0,heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,juan espino vs. jeff hughes,Round 1,jeff hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,khadis ibragimov vs. danilo marques,Round 1,khadis ibragimov,0.0,0.5,0.0,0.0,0.0,8.0,5.0,10.0,17.0,22.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,khadis ibragimov vs. danilo marques,Round 2,khadis ibragimov,0.0,0.2,0.0,0.0,0.0,0.0,2.0,10.0,2.0,10.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,khadis ibragimov vs. danilo marques,Round 3,khadis ibragimov,0.0,0.46,0.0,1.0,1.0,82.0,12.0,26.0,17.0,33.0,0.0,0.0,1.0,1.0,6.0,19.0,1.0,1.0,3.0,3.0,3.0,4.0,10.0,24.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,khadis ibragimov vs. danilo marques,Round 1,danilo marques,0.0,0.57,0.11,0.0,0.0,164.0,4.0,7.0,5.0,8.0,1.0,9.0,1.0,1.0,4.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,khadis ibragimov vs. danilo marques,Round 2,danilo marques,0.0,1.0,1.0,0.0,0.0,169.0,3.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc 253: adesanya vs. costa,khadis ibragimov vs. danilo marques,Round 3,danilo marques,0.0,0.75,0.33,0.0,0.0,103.0,9.0,12.0,9.0,12.0,2.0,6.0,1.0,1.0,8.0,11.0,5.0,5.0,0.0,0.0,1.0,1.0,3.0,6.0,light heavyweight,0.0,0.0,2020-09-26,"abu dhabi, abu dhabi, united arab emirates"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 1,colby covington,0.0,0.4,1.0,0.0,0.0,138.0,13.0,32.0,36.0,59.0,1.0,1.0,2.0,2.0,6.0,24.0,3.0,5.0,7.0,8.0,0.0,0.0,8.0,25.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 2,colby covington,0.0,0.46,0.0,0.0,0.0,79.0,20.0,43.0,32.0,55.0,0.0,2.0,3.0,3.0,16.0,39.0,6.0,8.0,4.0,4.0,0.0,0.0,11.0,32.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 3,colby covington,0.0,0.74,0.0,0.0,0.0,203.0,23.0,31.0,51.0,60.0,0.0,1.0,2.0,2.0,15.0,23.0,10.0,10.0,8.0,8.0,0.0,0.0,11.0,19.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 4,colby covington,0.0,0.64,0.5,0.0,0.0,265.0,18.0,28.0,104.0,123.0,1.0,2.0,0.0,0.0,2.0,6.0,1.0,2.0,0.0,0.0,16.0,22.0,17.0,26.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 5,colby covington,0.0,0.44,0.5,0.0,0.0,36.0,4.0,9.0,9.0,14.0,1.0,2.0,2.0,2.0,4.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 1,tyron woodley,0.0,0.22,0.0,0.0,0.0,0.0,5.0,22.0,14.0,31.0,0.0,0.0,1.0,1.0,4.0,20.0,3.0,6.0,1.0,2.0,0.0,0.0,1.0,15.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 2,tyron woodley,0.0,0.5,1.0,0.0,0.0,11.0,13.0,26.0,24.0,37.0,1.0,1.0,2.0,2.0,11.0,24.0,4.0,6.0,2.0,2.0,0.0,0.0,7.0,18.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 3,tyron woodley,0.0,0.46,0.0,0.0,0.0,3.0,12.0,26.0,23.0,37.0,0.0,0.0,0.0,0.0,7.0,21.0,6.0,6.0,5.0,5.0,0.0,0.0,6.0,20.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 4,tyron woodley,0.0,0.75,0.0,0.0,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,colby covington vs. tyron woodley,Round 5,tyron woodley,0.0,0.2,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,donald cerrone vs. niko price,Round 1,donald cerrone,0.0,0.56,0.0,0.0,0.0,0.0,37.0,66.0,37.0,66.0,0.0,2.0,4.0,4.0,27.0,54.0,13.0,13.0,10.0,12.0,0.0,0.0,20.0,49.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,donald cerrone vs. niko price,Round 2,donald cerrone,0.0,0.42,0.0,0.0,0.0,0.0,38.0,89.0,38.0,89.0,0.0,1.0,1.0,1.0,38.0,89.0,15.0,19.0,0.0,0.0,0.0,0.0,22.0,69.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,donald cerrone vs. niko price,Round 3,donald cerrone,0.0,0.5,0.0,0.0,0.0,50.0,38.0,75.0,38.0,75.0,0.0,2.0,1.0,1.0,36.0,73.0,10.0,11.0,1.0,1.0,1.0,1.0,27.0,63.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,donald cerrone vs. niko price,Round 1,niko price,0.0,0.47,0.0,0.0,0.0,35.0,55.0,115.0,63.0,123.0,0.0,0.0,4.0,6.0,38.0,93.0,11.0,13.0,17.0,22.0,0.0,0.0,40.0,96.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,donald cerrone vs. niko price,Round 2,niko price,0.0,0.5,0.0,0.0,0.0,0.0,57.0,112.0,57.0,112.0,0.0,0.0,19.0,21.0,56.0,111.0,17.0,23.0,1.0,1.0,0.0,0.0,21.0,68.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,donald cerrone vs. niko price,Round 3,niko price,0.0,0.44,0.0,0.0,0.0,12.0,38.0,85.0,47.0,95.0,0.0,1.0,17.0,18.0,35.0,80.0,2.0,6.0,0.0,1.0,3.0,4.0,19.0,61.0,welterweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,khamzat chimaev vs. gerald meerschaert,Round 1,khamzat chimaev,1.0,0.66,0.0,0.0,0.0,2.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,5.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,khamzat chimaev vs. gerald meerschaert,Round 1,gerald meerschaert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,johnny walker vs. ryan spann,Round 1,johnny walker,0.0,0.86,0.0,0.0,1.0,40.0,26.0,30.0,30.0,34.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,2.0,0.0,0.0,22.0,25.0,24.0,27.0,light heavyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,johnny walker vs. ryan spann,Round 1,ryan spann,2.0,0.53,1.0,0.0,0.0,106.0,7.0,13.0,10.0,16.0,2.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,13.0,light heavyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mackenzie dern vs. randa markos,Round 1,mackenzie dern,0.0,0.69,0.0,5.0,1.0,105.0,9.0,13.0,11.0,17.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,2.0,0.0,0.0,7.0,7.0,6.0,10.0,strawweight,1.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mackenzie dern vs. randa markos,Round 1,randa markos,0.0,0.6,0.0,0.0,0.0,96.0,3.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,strawweight,1.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,kevin holland vs. darren stewart,Round 1,kevin holland,0.0,0.58,0.0,0.0,0.0,124.0,33.0,56.0,68.0,92.0,0.0,1.0,3.0,6.0,28.0,50.0,4.0,5.0,5.0,6.0,0.0,0.0,26.0,45.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,kevin holland vs. darren stewart,Round 2,kevin holland,0.0,0.54,0.0,0.0,0.0,10.0,31.0,57.0,49.0,78.0,0.0,1.0,7.0,8.0,26.0,49.0,5.0,8.0,4.0,6.0,1.0,2.0,19.0,41.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,kevin holland vs. darren stewart,Round 3,kevin holland,0.0,0.62,0.0,0.0,0.0,81.0,10.0,16.0,46.0,53.0,0.0,1.0,1.0,1.0,8.0,13.0,0.0,0.0,2.0,3.0,0.0,0.0,9.0,15.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,kevin holland vs. darren stewart,Round 1,darren stewart,0.0,0.48,0.0,0.0,0.0,20.0,17.0,35.0,35.0,53.0,0.0,2.0,5.0,5.0,13.0,29.0,3.0,4.0,4.0,6.0,0.0,0.0,9.0,26.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,kevin holland vs. darren stewart,Round 2,darren stewart,0.0,0.7,0.5,0.0,0.0,78.0,28.0,40.0,30.0,43.0,1.0,2.0,18.0,21.0,17.0,29.0,2.0,2.0,0.0,0.0,11.0,11.0,8.0,17.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,kevin holland vs. darren stewart,Round 3,darren stewart,0.0,0.34,0.5,0.0,0.0,151.0,12.0,35.0,32.0,63.0,2.0,4.0,2.0,3.0,3.0,11.0,1.0,1.0,2.0,2.0,7.0,22.0,9.0,31.0,middleweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,jordan espinosa vs. david dvorak,Round 1,jordan espinosa,0.0,0.31,0.0,0.0,0.0,0.0,15.0,48.0,15.0,48.0,0.0,0.0,7.0,8.0,15.0,48.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,35.0,flyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,jordan espinosa vs. david dvorak,Round 2,jordan espinosa,0.0,0.28,0.0,0.0,0.0,0.0,15.0,52.0,15.0,52.0,0.0,1.0,4.0,4.0,14.0,50.0,4.0,5.0,1.0,2.0,0.0,0.0,7.0,43.0,flyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,jordan espinosa vs. david dvorak,Round 3,jordan espinosa,0.0,0.32,0.0,0.0,0.0,0.0,20.0,62.0,20.0,62.0,0.0,0.0,9.0,11.0,18.0,58.0,7.0,10.0,2.0,4.0,0.0,0.0,4.0,41.0,flyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,jordan espinosa vs. david dvorak,Round 1,david dvorak,0.0,0.43,0.0,0.0,0.0,0.0,18.0,41.0,18.0,41.0,0.0,0.0,8.0,11.0,18.0,41.0,2.0,7.0,0.0,0.0,0.0,0.0,8.0,23.0,flyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,jordan espinosa vs. david dvorak,Round 2,david dvorak,0.0,0.35,0.0,0.0,0.0,0.0,19.0,54.0,19.0,54.0,0.0,0.0,8.0,11.0,17.0,51.0,2.0,5.0,2.0,3.0,0.0,0.0,9.0,38.0,flyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,jordan espinosa vs. david dvorak,Round 3,david dvorak,0.0,0.6,0.0,0.0,0.0,4.0,31.0,51.0,32.0,52.0,0.0,1.0,14.0,15.0,26.0,43.0,4.0,7.0,5.0,8.0,0.0,0.0,13.0,29.0,flyweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mirsad bektic vs. damon jackson,Round 1,mirsad bektic,0.0,0.68,0.8,0.0,0.0,265.0,11.0,16.0,38.0,55.0,4.0,5.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,9.0,10.0,8.0,13.0,featherweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mirsad bektic vs. damon jackson,Round 2,mirsad bektic,0.0,0.4,0.66,0.0,0.0,268.0,2.0,5.0,35.0,44.0,2.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,featherweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mirsad bektic vs. damon jackson,Round 3,mirsad bektic,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,featherweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mirsad bektic vs. damon jackson,Round 1,damon jackson,0.0,0.33,0.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,featherweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mirsad bektic vs. damon jackson,Round 2,damon jackson,0.0,0.63,0.0,2.0,0.0,23.0,7.0,11.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,10.0,7.0,11.0,featherweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mirsad bektic vs. damon jackson,Round 3,damon jackson,0.0,0.33,0.0,2.0,1.0,33.0,4.0,12.0,10.0,18.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,10.0,featherweight,0.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mayra bueno silva vs. mara romero borella,Round 1,mayra bueno silva,0.0,0.28,0.0,1.0,0.0,0.0,2.0,7.0,3.0,8.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,flyweight,1.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,mayra bueno silva vs. mara romero borella,Round 1,mara romero borella,0.0,0.66,0.5,0.0,0.0,120.0,6.0,9.0,15.0,21.0,1.0,2.0,1.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,7.0,flyweight,1.0,0.0,2020-09-19,"las vegas, nevada, usa"
ufc fight night: covington vs. woodley,jessica-rose clark vs. sarah alpar,Round 1,jessica-rose clark,0.0,0.72,1.0,0.0,0.0,121.0,16.0,22.0,27.0,35.0,1.0,1.0,0.0,0.0,6.0,12.0,1.0,1.0,5.0,5.0,5.0,5.0,15.0,21.0,bantamweight,1.0,0.0,2020-09-19,"las vegas, nevada, usa"
